task_id,experiment,method,seed,gate_type,theta,q0,q1,separation,chi_max,tdvp_substeps,gate_index,gate_count,sequence,fidelity,raw_overlap,infidelity,vec_error,norm_before,norm_after,max_obs_error,rms_obs_error,runtime_s,max_bond,bond_profile,param_count,discarded_weight_gate,discarded_weight_cumulative,lanczos_tol,x_fraction,angle_index,reuse_source,failure_message,variational_objective_initial,variational_objective_final,variational_sweeps,variational_converged,variational_failed
075b50f9bd14094b48ae29f6c0235a9679191cba8a727bfc755920657e957309,single_gate_angle_v4,hybrid_tdvp,11,ryy,0.0,2,9,7,8,1,0,1,,0.9999999999999982,0.9999999999999982,1.7763568394002505e-15,3.071007892117949e-15,0.9999999999999996,0.9999999999999998,2.220446049250313e-15,7.355344195822935e-16,0.010350900003686547,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.0282032933201223e-32,3.0282032933201223e-32,1e-12,0.0,-1,,,,,,,
a338e09c96ab43f08f684a471743ef4acdd12cc2ce168c7090d2eb3cdec22890,single_gate_angle_v4,hybrid_tdvp,11,rzz,0.0,2,9,7,8,1,0,1,,0.9999999999999982,0.9999999999999982,1.7763568394002505e-15,3.071007892117949e-15,0.9999999999999996,0.9999999999999998,2.220446049250313e-15,7.355344195822935e-16,0.18749552400549874,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.0282032933201223e-32,3.0282032933201223e-32,1e-12,0.0,-1,,,,,,,
7c69700be9d17788aac9dab8aeeb7d484ae9efe3d80ffbee6a6e104a2a2236e5,single_gate_angle_v4,hybrid_tdvp,22,rxx,0.0,2,9,7,8,1,0,1,,1.0000000000000075,1.0000000000000075,0.0,6.2069872780944615e-15,1.0000000000000016,1.0000000000000022,3.774758283725532e-15,1.1799542022035906e-15,0.009845849999692291,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,7.563523404925377e-32,7.563523404925377e-32,1e-12,0.0,-1,,,,,,,
219ee24f992aaa7dca69e28c129b04d9119e90fe585d11b73ced09d7de2bbd55,single_gate_angle_v4,hybrid_tdvp,22,ryy,0.0,2,9,7,8,1,0,1,,1.0000000000000075,1.0000000000000075,0.0,6.2069872780944615e-15,1.0000000000000016,1.0000000000000022,3.774758283725532e-15,1.1799542022035906e-15,0.010939455998595804,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,7.563523404925377e-32,7.563523404925377e-32,1e-12,0.0,-1,,,,,,,
d3294f70ee7d3fde95c07ee27d322330868e7280c0d054a1ae34835ff690333e,single_gate_angle_v4,hybrid_tdvp,22,rzz,0.0,2,9,7,8,1,0,1,,1.0000000000000075,1.0000000000000075,0.0,6.2069872780944615e-15,1.0000000000000016,1.0000000000000022,3.774758283725532e-15,1.1799542022035906e-15,0.020208103000186384,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,7.563523404925377e-32,7.563523404925377e-32,1e-12,0.0,-1,,,,,,,
4255a8ef249bb870d1ead6a4b9874a630e777f2dc77e6be19d343e80d89d4399,single_gate_angle_v4,hybrid_tdvp,33,rxx,0.0,2,9,7,8,1,0,1,,1.0000000000000075,1.0000000000000075,0.0,6.648495528172836e-15,0.9999999999999998,1.0000000000000044,1.3100631690576847e-14,4.197372203302827e-15,0.008922068984247744,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,6.834177809574429e-32,6.834177809574429e-32,1e-12,0.0,-1,,,,,,,
b39f5ef1c28f05f70f1f62c1074b0abdaeaf11eb8b82f89494c5a36d3e310a80,single_gate_angle_v4,hybrid_tdvp,33,ryy,0.0,2,9,7,8,1,0,1,,1.0000000000000075,1.0000000000000075,0.0,6.648495528172836e-15,0.9999999999999998,1.0000000000000044,1.3100631690576847e-14,4.197372203302827e-15,0.012500884011387825,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,6.834177809574429e-32,6.834177809574429e-32,1e-12,0.0,-1,,,,,,,
73a1e236f984182c0030b1106189dde9aa1ed2b8066be56dbc67acd3c5c8b948,single_gate_angle_v4,hybrid_tdvp,33,rzz,0.0,2,9,7,8,1,0,1,,1.0000000000000075,1.0000000000000075,0.0,6.648495528172836e-15,0.9999999999999998,1.0000000000000044,1.3100631690576847e-14,4.197372203302827e-15,0.012111209973227233,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,6.834177809574429e-32,6.834177809574429e-32,1e-12,0.0,-1,,,,,,,
428505eb5b35d22a44cf6af046bcd68207a513ef430574d3c55bb2834f290d09,single_gate_angle_v4,mpo_zipup,11,rxx,0.0,2,9,7,8,1,0,1,,0.9999999999999973,0.9999999999999973,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1657341758564144e-15,3.7540263218560483e-16,0.0020722689805552363,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.6779613264519288e-32,1.6779613264519288e-32,1e-12,0.0,-1,,,,,,,
5cf2a2864b7cda59321d24c8ad9293cd8c27127c12809e0a0b9ea9e5315c6de1,single_gate_angle_v4,mpo_zipup,11,ryy,0.0,2,9,7,8,1,0,1,,0.9999999999999973,0.9999999999999973,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1657341758564144e-15,3.7540263218560483e-16,0.002114100963808596,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.6779613264519288e-32,1.6779613264519288e-32,1e-12,0.0,-1,,,,,,,
6091f987a5f210ba10df39ef78f38ba2cba337ed7ea621a5899faafc25247aab,single_gate_angle_v4,mpo_zipup,11,rzz,0.0,2,9,7,8,1,0,1,,0.9999999999999973,0.9999999999999973,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1657341758564144e-15,3.7540263218560483e-16,0.0021237810142338276,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.6779613264519288e-32,1.6779613264519288e-32,1e-12,0.0,-1,,,,,,,
ad57bcd3d0c3aee03034abb8cdd5994e7577775ab84a1832704916f9a78cd022,single_gate_angle_v4,mpo_zipup,22,rxx,0.0,2,9,7,8,1,0,1,,1.0000000000000084,1.0000000000000084,0.0,3.1492638610452158e-15,1.0000000000000016,1.0000000000000027,4.884981308350689e-15,1.3729323250085323e-15,0.0020735529833473265,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.6562602600371913e-32,3.6562602600371913e-32,1e-12,0.0,-1,,,,,,,
594d9c222c49a554c82fc2010d02c2f5a7205add318c1b0f5e9a7f0b9fdea6b6,single_gate_angle_v4,mpo_zipup,22,ryy,0.0,2,9,7,8,1,0,1,,1.0000000000000084,1.0000000000000084,0.0,3.1492638610452158e-15,1.0000000000000016,1.0000000000000027,4.884981308350689e-15,1.3729323250085323e-15,0.0021152939880266786,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.6562602600371913e-32,3.6562602600371913e-32,1e-12,0.0,-1,,,,,,,
4c498a26034a1349b1687e461ee1bd3dc1e648fd8c612e5273d3e16489ebfc8b,single_gate_angle_v4,mpo_zipup,22,rzz,0.0,2,9,7,8,1,0,1,,1.0000000000000084,1.0000000000000084,0.0,3.1492638610452158e-15,1.0000000000000016,1.0000000000000027,4.884981308350689e-15,1.3729323250085323e-15,0.002048598020337522,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.6562602600371913e-32,3.6562602600371913e-32,1e-12,0.0,-1,,,,,,,
5ce7d4571b45c80981d3f91bf3672fd88861a0617fbb5e4e15daae171525fbe5,single_gate_angle_v4,mpo_zipup,33,rxx,0.0,2,9,7,8,1,0,1,,1.0000000000000022,1.0000000000000022,0.0,3.7925377172050085e-15,0.9999999999999998,1.0000000000000016,5.329070518200751e-15,1.812495569040874e-15,0.002793281979393214,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.07831168061079e-32,3.07831168061079e-32,1e-12,0.0,-1,,,,,,,
f5e1d08bf16f9c001cf21f7e0888368043f7ab8204784b0f1791a30522a92108,single_gate_angle_v4,mpo_zipup,33,ryy,0.0,2,9,7,8,1,0,1,,1.0000000000000022,1.0000000000000022,0.0,3.7925377172050085e-15,0.9999999999999998,1.0000000000000016,5.329070518200751e-15,1.812495569040874e-15,0.0021628079703077674,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.07831168061079e-32,3.07831168061079e-32,1e-12,0.0,-1,,,,,,,
319141a6205345648dcd75ffe0089cb6b6764538e3f1d965145c257ea160be8c,single_gate_angle_v4,mpo_zipup,33,rzz,0.0,2,9,7,8,1,0,1,,1.0000000000000022,1.0000000000000022,0.0,3.7925377172050085e-15,0.9999999999999998,1.0000000000000016,5.329070518200751e-15,1.812495569040874e-15,0.002125945989973843,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,3.07831168061079e-32,3.07831168061079e-32,1e-12,0.0,-1,,,,,,,
031b2392375141387cb71091cc80e84eec3e876e92aa9bdbcdc30691a2f96d68,single_gate_angle_v4,tebd_swap,11,rxx,0.0,2,9,7,8,1,0,1,,0.44966304177902405,0.44966304177902405,0.550336958220976,0.5486553494414753,0.9999999999999996,0.8013495350004578,0.6852622892000908,0.19282230232315103,0.0023699250305071473,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.0547129625349974,1.0547129625349974,1e-12,0.0,-1,,,,,,,
8fab369c4060d51c3f4b8ab8e16ccacb34413a9ca31eec3c845a4897204613fe,single_gate_angle_v4,tebd_swap,11,ryy,0.0,2,9,7,8,1,0,1,,0.44966304177902405,0.44966304177902405,0.550336958220976,0.5486553494414753,0.9999999999999996,0.8013495350004578,0.6852622892000908,0.19282230232315103,0.004359523998573422,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.0547129625349974,1.0547129625349974,1e-12,0.0,-1,,,,,,,
b2894c16fe3c75354890b5c7950e3c13f63b3eee47993717dd5a9293b447150e,single_gate_angle_v4,tebd_swap,11,rzz,0.0,2,9,7,8,1,0,1,,0.44966304177902405,0.44966304177902405,0.550336958220976,0.5486553494414753,0.9999999999999996,0.8013495350004578,0.6852622892000908,0.19282230232315103,0.0029093060293234885,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.0547129625349974,1.0547129625349974,1e-12,0.0,-1,,,,,,,
2dfdacc26a9c67b041b4b953cc89878d5a5ed9a0e3def22ba96711620ed3d8bc,single_gate_angle_v4,tebd_swap,22,rxx,0.0,2,9,7,8,1,0,1,,0.3724393646057698,0.3724393646057698,0.6275606353942302,0.5859639548705377,1.0000000000000016,0.7509393883907228,0.6168960915826016,0.19327663880776563,0.002861164975911379,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.1049666022591085,1.1049666022591085,1e-12,0.0,-1,,,,,,,
5fcc5613af4aae745695401a8da9b5e4a171081112e82cead39ff0896ffbcd01,single_gate_angle_v4,tebd_swap,22,ryy,0.0,2,9,7,8,1,0,1,,0.3724393646057698,0.3724393646057698,0.6275606353942302,0.5859639548705377,1.0000000000000016,0.7509393883907228,0.6168960915826016,0.19327663880776563,0.004991692025214434,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.1049666022591085,1.1049666022591085,1e-12,0.0,-1,,,,,,,
ec630a93a1e1d09cd55aea5a5c9ada0fae59f8e6e896fe6ac8baf539f214beb9,single_gate_angle_v4,tebd_swap,22,rzz,0.0,2,9,7,8,1,0,1,,0.3724393646057698,0.3724393646057698,0.6275606353942302,0.5859639548705377,1.0000000000000016,0.7509393883907228,0.6168960915826016,0.19327663880776563,0.002862652007024735,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.1049666022591085,1.1049666022591085,1e-12,0.0,-1,,,,,,,
971fff20de2db77e0960caef6c5e50f69f210bb738b95f2e0d2be7e1b96d796d,single_gate_angle_v4,tebd_swap,33,rxx,0.0,2,9,7,8,1,0,1,,0.2722891824928977,0.2722891824928977,0.7277108175071023,0.6744942751314438,0.9999999999999998,0.7060943611423973,0.6721818184094941,0.20793129473553967,0.0028313329676166177,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.486526817851911,1.486526817851911,1e-12,0.0,-1,,,,,,,
5bfc29cc4f7da0f199ec60e7a760fd82c1b8882bf337c7f9803ee01cab8fc18e,single_gate_angle_v4,tebd_swap,33,ryy,0.0,2,9,7,8,1,0,1,,0.2722891824928977,0.2722891824928977,0.7277108175071023,0.6744942751314438,0.9999999999999998,0.7060943611423973,0.6721818184094941,0.20793129473553967,0.004194437991827726,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.486526817851911,1.486526817851911,1e-12,0.0,-1,,,,,,,
0957a99c0bbd3bec13275298669604680a53a704d4ac823b8ffa266e6a5d345e,single_gate_angle_v4,tebd_swap,33,rzz,0.0,2,9,7,8,1,0,1,,0.2722891824928977,0.2722891824928977,0.7277108175071023,0.6744942751314438,0.9999999999999998,0.7060943611423973,0.6721818184094941,0.20793129473553967,0.003659081005025655,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.486526817851911,1.486526817851911,1e-12,0.0,-1,,,,,,,
87ea2695f6fd6a7d1788dcb616eb2b824b11556c9ce88d07ad788c32f7443140,single_gate_angle_v4,variational_mpo,11,rxx,0.0,2,9,7,8,1,0,1,,0.9999999999999973,0.9999999999999973,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1657341758564144e-15,3.7540263218560483e-16,0.004544257011730224,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
14f67b7d80628df6ff5df00ebfced2e6e3a9c37fcf872d9d96cc543d838fa185,single_gate_angle_v4,variational_mpo,11,ryy,0.0,2,9,7,8,1,0,1,,0.9999999999999973,0.9999999999999973,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1657341758564144e-15,3.7540263218560483e-16,0.005532431008759886,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
7635036cf943fa04543410b4e5cd521cf686e93c42c0ef1f7c8afe7607043cff,single_gate_angle_v4,variational_mpo,11,rzz,0.0,2,9,7,8,1,0,1,,0.9999999999999973,0.9999999999999973,2.6645352591003757e-15,1.970766025569129e-15,0.9999999999999996,0.9999999999999994,1.1657341758564144e-15,3.7540263218560483e-16,0.009433960018213838,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
1ec351072b3706433bcc2f31864eb4c14e7d69589e6a2dd04acba393afbb234f,single_gate_angle_v4,variational_mpo,22,rxx,0.0,2,9,7,8,1,0,1,,1.0000000000000084,1.0000000000000084,0.0,3.1492638610452158e-15,1.0000000000000016,1.0000000000000027,4.884981308350689e-15,1.3729323250085323e-15,0.004406537977047265,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
602494575924ae117bfd38fda8e111a8adc0de9517a7dbaf0d796019acc2e911,single_gate_angle_v4,variational_mpo,22,ryy,0.0,2,9,7,8,1,0,1,,1.0000000000000084,1.0000000000000084,0.0,3.1492638610452158e-15,1.0000000000000016,1.0000000000000027,4.884981308350689e-15,1.3729323250085323e-15,0.004539586021564901,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
645a725b2633a03b4421e19599a4755636cde9dc9fd6016b6a1dc8bb618dbc20,single_gate_angle_v4,variational_mpo,22,rzz,0.0,2,9,7,8,1,0,1,,1.0000000000000084,1.0000000000000084,0.0,3.1492638610452158e-15,1.0000000000000016,1.0000000000000027,4.884981308350689e-15,1.3729323250085323e-15,0.004443857003934681,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
6caea5936236028d28314660e328510d3e241c8a243ffda45c6cabb2fb2e32f0,single_gate_angle_v4,variational_mpo,33,rxx,0.0,2,9,7,8,1,0,1,,1.0000000000000022,1.0000000000000022,0.0,3.7925377172050085e-15,0.9999999999999998,1.0000000000000016,5.329070518200751e-15,1.812495569040874e-15,0.004497839021496475,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
3dd4ea96d84b632bf5d586e579c294e38afd0aa9ac025ae7a6f0447157719b06,single_gate_angle_v4,variational_mpo,33,ryy,0.0,2,9,7,8,1,0,1,,1.0000000000000022,1.0000000000000022,0.0,3.7925377172050085e-15,0.9999999999999998,1.0000000000000016,5.329070518200751e-15,1.812495569040874e-15,0.004516928980592638,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
33cbe656ee087de4d25454d8522fad104516faa2d231a5037644cb683f30ea16,single_gate_angle_v4,variational_mpo,33,rzz,0.0,2,9,7,8,1,0,1,,1.0000000000000022,1.0000000000000022,0.0,3.7925377172050085e-15,0.9999999999999998,1.0000000000000016,5.329070518200751e-15,1.812495569040874e-15,0.004511528997682035,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0,-1,,,0.0,0.0,0,True,False
23a05534278bb1533fe69dacf4ebf91eeb73cc1263e8d1ad4a8b77f973e1f38e,single_gate_angle_v4,exact,11,rxx,0.0006283185307179586,2,9,7,,,0,1,,0.9999999999999971,0.9999999999999971,2.886579864025407e-15,0.0,0.9999999999999996,0.9999999999999997,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
0833d37c2c9703ce224f76b24bfdb8ebc80fd9f956c96d1024416dc47146816e,single_gate_angle_v4,exact,11,ryy,0.0006283185307179586,2,9,7,,,0,1,,0.9999999999999984,0.9999999999999984,1.5543122344752192e-15,0.0,0.9999999999999996,0.9999999999999994,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
f580e8402462c6cec9032f3ddbdc128aba985184364b1e97957869d54df6254c,single_gate_angle_v4,exact,11,rzz,0.0006283185307179586,2,9,7,,,0,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999996,0.9999999999999999,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
8baafddf9f0e00336b3c98770cc5a8fee4dbd8b3d75db2f6cc90e2b35d123d9b,single_gate_angle_v4,exact,22,rxx,0.0006283185307179586,2,9,7,,,0,1,,1.0000000000000058,1.0000000000000058,0.0,0.0,1.0000000000000016,1.0000000000000016,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
ddf42cd211f9b979af73bc7e97f11e74470c90a5373a91ad5e329c2f1b7bf4db,single_gate_angle_v4,exact,22,ryy,0.0006283185307179586,2,9,7,,,0,1,,1.0000000000000062,1.0000000000000062,0.0,0.0,1.0000000000000016,1.0000000000000016,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
379c411b2737ddfe3285c44dc2b72e81fa64364aeb3aac35fcf096eb69850545,single_gate_angle_v4,exact,22,rzz,0.0006283185307179586,2,9,7,,,0,1,,1.0000000000000067,1.0000000000000067,0.0,0.0,1.0000000000000016,1.0000000000000018,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
2841935ef060db5e1ce5e4b902c88197a29f21e0ba2202c508ec1e6bf3ae4bae,single_gate_angle_v4,exact,33,rxx,0.0006283185307179586,2,9,7,,,0,1,,0.9999999999999991,0.9999999999999991,8.881784197001252e-16,0.0,0.9999999999999998,0.9999999999999996,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
5053d08fea9273d8e8407343a1044d4c9b7cd2c322e93f8a34e7990c9dab56e8,single_gate_angle_v4,exact,33,ryy,0.0006283185307179586,2,9,7,,,0,1,,0.9999999999999993,0.9999999999999993,6.661338147750939e-16,0.0,0.9999999999999998,0.9999999999999997,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
3bce2d349290bd3f43da616986445ec429adc96b8f3892a0a7bdf076d17233ec,single_gate_angle_v4,exact,33,rzz,0.0006283185307179586,2,9,7,,,0,1,,0.9999999999999987,0.9999999999999987,1.3322676295501878e-15,0.0,0.9999999999999998,0.9999999999999992,0.0,0.0,0.0,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,0.0,0.0,1e-12,0.0001,0,,,,,,,
48c04924b356dda49ade8853ac781d40fe6665127a89f31a964c915a6243c2f1,single_gate_angle_v4,hybrid_tdvp,11,rxx,0.0006283185307179586,2,9,7,8,1,0,1,,0.9999999498479901,0.9999999498479901,5.0152009878345893e-08,0.00020889265226608025,0.9999999999999996,0.9999999967420652,1.540546165321177e-05,2.3060286064124778e-06,0.19364588503958657,8,"[1, 2, 4, 8, 8, 8, 8, 8, 8, 8, 4, 2, 1]",936,1.303174524688978e-08,1.303174524688978e-08,1e-12,0.0001,0,,,,,,,
