seed,experiment,sequence,gate_count,chi_max,objective_initial,objective_final,sweeps,converged,failed,trace
11,C,commuting,30,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
11,C,commuting,31,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,32,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,33,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
11,C,commuting,34,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,35,64,0.0,0.0,0,True,False,[0.0]
11,C,commuting,36,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,1,8,0.12840858206262995,0.12840858206262995,1,True,False,"[0.12840858206262995, 0.12840858206262995]"
22,C,commuting,2,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,3,8,0.2571600214410277,0.2571600214410277,1,True,False,"[0.2571600214410277, 0.2571600214410277]"
22,C,commuting,4,8,0.0023947093140639364,0.0023947093140639364,1,True,False,"[0.0023947093140639364, 0.0023947093140639364]"
22,C,commuting,5,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,6,8,0.0021192687553983625,0.0021192687553983625,1,True,False,"[0.0021192687553983625, 0.0021192687553983625]"
22,C,commuting,7,8,0.0010435051308028687,0.0010435051308028687,1,True,False,"[0.0010435051308028687, 0.0010435051308028687]"
22,C,commuting,8,8,2.220446049250313e-16,2.220446049250313e-16,0,True,False,[2.220446049250313e-16]
22,C,commuting,9,8,0.0012991828217612245,0.0012991828217612245,1,True,False,"[0.0012991828217612245, 0.0012991828217612245]"
22,C,commuting,10,8,0.000941102606057509,0.000941102606057509,1,True,False,"[0.000941102606057509, 0.000941102606057509]"
22,C,commuting,11,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,12,8,0.0009273172024353293,0.0009273172024353293,1,True,False,"[0.0009273172024353293, 0.0009273172024353293]"
22,C,commuting,13,8,0.0008585576735640199,0.0008585576735640199,1,True,False,"[0.0008585576735640199, 0.0008585576735640199]"
22,C,commuting,14,8,6.661338147750939e-16,6.661338147750939e-16,0,True,False,[6.661338147750939e-16]
22,C,commuting,15,8,0.0006874505539553599,0.0006874505539553599,1,True,False,"[0.0006874505539553599, 0.0006874505539553599]"
22,C,commuting,16,8,0.0007266490877666509,0.0007266490877666509,1,True,False,"[0.0007266490877666509, 0.0007266490877666509]"
22,C,commuting,17,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,18,8,0.0005965114580579467,0.0005965114580579467,1,True,False,"[0.0005965114580579467, 0.0005965114580579467]"
22,C,commuting,19,8,0.0006473797009358684,0.0006473797009358684,1,True,False,"[0.0006473797009358684, 0.0006473797009358684]"
22,C,commuting,20,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,21,8,0.0005437451825540673,0.0005437451825540673,1,True,False,"[0.0005437451825540673, 0.0005437451825540673]"
22,C,commuting,22,8,0.0005684762210829142,0.0005684762210829142,1,True,False,"[0.0005684762210829142, 0.0005684762210829142]"
22,C,commuting,23,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,24,8,0.0004834530224635536,0.0004834530224635536,1,True,False,"[0.0004834530224635536, 0.0004834530224635536]"
22,C,commuting,25,8,0.00048137029499373263,0.00048137029499373263,1,True,False,"[0.00048137029499373263, 0.00048137029499373263]"
22,C,commuting,26,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,27,8,0.0004216132464662792,0.0004216132464662792,1,True,False,"[0.0004216132464662792, 0.0004216132464662792]"
22,C,commuting,28,8,0.00040160340422357166,0.00040160340422357166,1,True,False,"[0.00040160340422357166, 0.00040160340422357166]"
22,C,commuting,29,8,2.220446049250313e-16,2.220446049250313e-16,0,True,False,[2.220446049250313e-16]
22,C,commuting,30,8,0.0003674620599853906,0.0003674620599853906,1,True,False,"[0.0003674620599853906, 0.0003674620599853906]"
22,C,commuting,31,8,0.000336832990602165,0.000336832990602165,1,True,False,"[0.000336832990602165, 0.000336832990602165]"
22,C,commuting,32,8,2.220446049250313e-16,2.220446049250313e-16,0,True,False,[2.220446049250313e-16]
22,C,commuting,33,8,0.00032439930287786467,0.00032439930287786467,1,True,False,"[0.00032439930287786467, 0.00032439930287786467]"
22,C,commuting,34,8,0.00028747938280471175,0.00028747938280471175,1,True,False,"[0.00028747938280471175, 0.00028747938280471175]"
22,C,commuting,35,8,0.0,0.0,0,True,False,[0.0]
22,C,commuting,36,8,0.0002918347307814262,0.0002918347307814262,1,True,False,"[0.0002918347307814262, 0.0002918347307814262]"
22,C,commuting,1,16,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,2,16,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,3,16,0.1294549078969065,0.1294549078969065,1,True,False,"[0.1294549078969065, 0.1294549078969065]"
22,C,commuting,4,16,0.002710142102357427,0.002710142102357427,1,True,False,"[0.002710142102357427, 0.002710142102357427]"
22,C,commuting,5,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,6,16,0.0020598534274134384,0.0020598534274134384,1,True,False,"[0.0020598534274134384, 0.0020598534274134384]"
22,C,commuting,7,16,0.0013213242285239346,0.0013213242285239346,1,True,False,"[0.0013213242285239346, 0.0013213242285239346]"
22,C,commuting,8,16,6.661338147750939e-16,6.661338147750939e-16,0,True,False,[6.661338147750939e-16]
22,C,commuting,9,16,0.0013444931197750254,0.0013444931197750254,1,True,False,"[0.0013444931197750254, 0.0013444931197750254]"
22,C,commuting,10,16,0.0009011512758747564,0.0009011512758747564,1,True,False,"[0.0009011512758747564, 0.0009011512758747564]"
22,C,commuting,11,16,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,12,16,0.0009980453501807762,0.0009980453501807762,1,True,False,"[0.0009980453501807762, 0.0009980453501807762]"
22,C,commuting,13,16,0.0007249401357325436,0.0007249401357325436,1,True,False,"[0.0007249401357325436, 0.0007249401357325436]"
22,C,commuting,14,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,15,16,0.0007705430091462517,0.0007705430091462517,1,True,False,"[0.0007705430091462517, 0.0007705430091462517]"
22,C,commuting,16,16,0.0005981103050343162,0.0005981103050343162,1,True,False,"[0.0005981103050343162, 0.0005981103050343162]"
22,C,commuting,17,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,18,16,0.0006198689818850411,0.0006198689818850411,1,True,False,"[0.0006198689818850411, 0.0006198689818850411]"
22,C,commuting,19,16,0.0004988257575553323,0.0004988257575553323,1,True,False,"[0.0004988257575553323, 0.0004988257575553323]"
22,C,commuting,20,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,21,16,0.0005184214303219914,0.0005184214303219914,1,True,False,"[0.0005184214303219914, 0.0005184214303219914]"
22,C,commuting,22,16,0.00042540035156557465,0.00042540035156557465,1,True,False,"[0.00042540035156557465, 0.00042540035156557465]"
22,C,commuting,23,16,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,24,16,0.00044821471559131076,0.00044821471559131076,1,True,False,"[0.00044821471559131076, 0.00044821471559131076]"
22,C,commuting,25,16,0.0003729756954906627,0.0003729756954906627,1,True,False,"[0.0003729756954906627, 0.0003729756954906627]"
22,C,commuting,26,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,27,16,0.00039825887427058504,0.00039825887427058504,1,True,False,"[0.00039825887427058504, 0.00039825887427058504]"
22,C,commuting,28,16,0.0003354604360785718,0.0003354604360785718,1,True,False,"[0.0003354604360785718, 0.0003354604360785718]"
22,C,commuting,29,16,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,30,16,0.000361358748079077,0.000361358748079077,1,True,False,"[0.000361358748079077, 0.000361358748079077]"
22,C,commuting,31,16,0.0003080122790257711,0.0003080122790257711,1,True,False,"[0.0003080122790257711, 0.0003080122790257711]"
22,C,commuting,32,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,33,16,0.0003332111369112045,0.0003332111369112045,1,True,False,"[0.0003332111369112045, 0.0003332111369112045]"
22,C,commuting,34,16,0.0002875469843763856,0.0002875469843763856,1,True,False,"[0.0002875469843763856, 0.0002875469843763856]"
22,C,commuting,35,16,0.0,0.0,0,True,False,[0.0]
22,C,commuting,36,16,0.0003115127714323762,0.0003115127714323762,1,True,False,"[0.0003115127714323762, 0.0003115127714323762]"
22,C,commuting,1,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,2,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,3,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,4,32,1.7763568394002505e-15,1.7763568394002505e-15,0,True,False,[1.7763568394002505e-15]
22,C,commuting,5,32,1.7763568394002505e-15,1.7763568394002505e-15,0,True,False,[1.7763568394002505e-15]
22,C,commuting,6,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,7,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,8,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,9,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,10,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,11,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,12,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,13,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,14,32,1.3322676295501878e-15,1.3322676295501878e-15,0,True,False,[1.3322676295501878e-15]
22,C,commuting,15,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,16,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,17,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,18,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,19,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,20,32,1.7763568394002505e-15,1.7763568394002505e-15,0,True,False,[1.7763568394002505e-15]
22,C,commuting,21,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,22,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,23,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,24,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,25,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,26,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,27,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,28,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,29,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,30,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,31,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,32,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,33,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,34,32,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,35,32,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,36,32,0.0,0.0,0,True,False,[0.0]
22,C,commuting,1,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,2,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,3,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,4,64,1.7763568394002505e-15,1.7763568394002505e-15,0,True,False,[1.7763568394002505e-15]
22,C,commuting,5,64,1.7763568394002505e-15,1.7763568394002505e-15,0,True,False,[1.7763568394002505e-15]
22,C,commuting,6,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,7,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,8,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,9,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,10,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,11,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,12,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,13,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,14,64,1.3322676295501878e-15,1.3322676295501878e-15,0,True,False,[1.3322676295501878e-15]
22,C,commuting,15,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,16,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,17,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,18,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,19,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,20,64,1.7763568394002505e-15,1.7763568394002505e-15,0,True,False,[1.7763568394002505e-15]
22,C,commuting,21,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,22,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,23,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,24,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,25,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,26,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,27,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,28,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,29,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,30,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,31,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,32,64,0.0,0.0,0,True,False,[0.0]
22,C,commuting,33,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,34,64,4.440892098500626e-16,4.440892098500626e-16,0,True,False,[4.440892098500626e-16]
22,C,commuting,35,64,8.881784197001252e-16,8.881784197001252e-16,0,True,False,[8.881784197001252e-16]
22,C,commuting,36,64,0.0,0.0,0,True,False,[0.0]
33,C,commuting,1,8,0.11520463519111668,0.11520463519111668,1,True,False,"[0.11520463519111668, 0.11520463519111668]"
33,C,commuting,2,8,0.0,0.0,0,True,False,[0.0]
33,C,commuting,3,8,0.28688884535108117,0.28688884535108117,1,True,False,"[0.28688884535108117, 0.28688884535108117]"
33,C,commuting,4,8,0.003923749623533146,0.003923749623533146,1,True,False,"[0.003923749623533146, 0.003923749623533146]"
33,C,commuting,5,8,2.220446049250313e-16,2.220446049250313e-16,0,True,False,[2.220446049250313e-16]
33,C,commuting,6,8,0.0052750037959952145,0.0052750037959952145,1,True,False,"[0.0052750037959952145, 0.0052750037959952145]"
33,C,commuting,7,8,0.0036542549774547517,0.0036542549774547517,1,True,False,"[0.0036542549774547517, 0.0036542549774547517]"
