iteration,mean_fidelity,raw_mean_fidelity,loss,step_size,gradient_norm,mean_jump_count,traj_0,traj_1,traj_2,traj_3,traj_4,traj_5,traj_6,traj_7,traj_8,traj_9,traj_10,traj_11,traj_12,traj_13,traj_14,traj_15,traj_16,traj_17,traj_18,traj_19,traj_20,traj_21,traj_22,traj_23,traj_24,traj_25,traj_26,traj_27,traj_28,traj_29,traj_30,traj_31,traj_32,traj_33,traj_34,traj_35,traj_36,traj_37,traj_38,traj_39,traj_40,traj_41,traj_42,traj_43,traj_44,traj_45,traj_46,traj_47,traj_48,traj_49
10,0.2331752780555715,0.23317527805557167,0.7668247219444285,0.1,0.02785763806339533,2.22,7.1061360762284889e-05,8.0599254581574975e-01,4.3239173711239737e-01,3.2480696838750465e-04,1.1835043075025722e-02,3.9800676882009850e-10,8.6046939725658559e-08,8.1212651385671394e-03,6.1173926317583938e-01,3.2216214018608963e-01,4.9048972346993194e-02,1.5130242039152002e-06,5.6910678483213421e-05,4.4013250359345878e-08,8.4454007367478268e-01,2.0881913348098628e-05,5.8658986309386690e-03,2.9019368814136187e-01,5.4943003883654194e-05,8.7088563071355179e-02,1.8391609914968104e-01,9.6948894218270660e-07,2.3336998721283446e-03,5.1762938565403649e-01,6.9571113089016381e-02,1.5394293284381963e-06,7.4597508715852610e-05,5.7592997946522784e-01,9.9275003174430438e-04,1.6233250813323677e-04,8.1878720396872721e-05,9.4123641979509953e-01,1.5335725739853946e-05,4.9181851543361998e-01,9.9082740441828276e-01,3.2017413300789014e-05,2.7265070994902496e-04,1.9068297271706172e-01,9.9082740441828276e-01,9.9082769941340965e-01,3.5850886658472070e-01,1.7818862763897443e-03,5.9909890273761279e-01,9.9082740441828276e-01,8.3991414155740264e-06,1.7144773668251195e-08,3.4871412652728129e-03,2.6139295992945272e-01,4.8900372484613093e-04,2.6425118817347576e-02
11,0.23623944189215873,0.23623944189215862,0.7637605581078413,0.1,0.021591990336315987,2.16,4.6273065624213398e-03,1.0593146279203312e-03,9.9079330719649539e-01,9.9079331518447011e-01,3.2802782176165348e-06,1.0859424055900248e-01,9.9079330719649539e-01,9.9079330719649539e-01,2.3109721669247305e-01,3.4556936767138413e-01,2.5369509711327970e-01,3.9348903460767655e-06,2.1790003127106414e-01,3.0928061051487588e-07,6.4581256886463731e-05,4.5310535477574775e-05,1.7775764580612383e-01,2.1441752010158315e-03,4.6273065624213398e-03,2.9870163098132285e-01,1.1191107075941833e-07,9.7809848663787627e-02,1.8456434708419597e-01,5.7347202477039938e-01,3.5555022689090429e-02,9.9079330719649539e-01,9.4990168385237512e-03,2.6678575778784905e-05,1.4842881994580365e-01,8.0597781536807267e-01,2.4342850247665890e-06,1.0773717763031741e-04,5.8230756314315353e-02,1.2530278873050424e-04,1.5116734625041110e-06,3.8288301611369424e-01,1.1554047396216461e-04,5.9933405537091244e-01,1.4894848756587926e-04,6.4266475544494828e-01,5.2394839639507357e-03,2.2611378136937718e-01,5.9933441319597835e-01,8.1169541855861187e-05,1.5792512915277630e-06,1.0250339362169622e-06,3.7356027070710788e-06,6.2122912312024224e-05,1.2696347516638287e-04,8.4220278302397167e-01
12,0.23137622990726087,0.23137622990726064,0.7686237700927392,0.1,0.03256570214906725,2.44,9.5548014155294057e-05,4.2753659353701795e-03,3.9739156990445323e-01,1.0716319440308202e-01,3.4969930586937190e-02,7.8255532120440768e-04,3.5112364721528277e-03,2.2919292542026676e-01,1.0169941895632153e-05,2.5595471083968907e-01,1.0657612166827420e-06,3.6104573561657816e-05,9.9078991685656637e-01,4.7432865380803293e-07,9.8742719672012569e-01,3.2884044222248510e-01,9.9078973545548332e-01,9.9078973545548332e-01,7.3549733501642326e-03,6.0708204144613183e-08,8.0817573466055516e-07,3.8268003987372701e-09,2.8877703172647466e-03,3.2352556484098555e-01,2.8552382123911654e-03,9.9078973545548332e-01,8.1385219970175815e-01,9.9078973545548332e-01,2.6139488866644981e-04,9.1218912313618867e-07,5.8152603456050422e-01,8.9323010312167932e-03,9.9078973545548332e-01,3.7850699880232513e-01,1.7750391261314108e-01,9.0941087813775868e-07,4.0973298891901174e-06,5.4555127990916980e-05,8.0680628429330239e-07,4.7536256166475388e-05,1.0065440102175090e-02,5.9210426637638196e-06,2.3302261867130757e-02,2.5473591389221675e-04,5.3733533948961558e-05,9.4288568830516828e-01,4.4290525490098764e-04,1.8944861791699909e-07,5.4036312256827580e-06,8.8053534599576879e-05
13,0.18842118292442947,0.18842118292442947,0.8115788170755706,0.1,0.022674393659965347,2.58,1.8562040682130941e-07,7.7570733000498715e-06,2.9459553904265565e-04,1.7827963208342454e-01,9.0618811861891002e-01,9.9072513726614764e-01,2.6060968983608775e-02,6.9369258913848497e-05,4.3279872392276627e-05,1.0418183260193669e-05,1.4922631255757943e-02,2.9348424749754748e-01,2.5421749458822221e-05,2.8928729573633521e-04,1.1936322143279699e-05,1.8660136836185945e-05,3.9736286951935970e-02,6.9787774657441648e-01,9.9072513726614764e-01,6.0007148164280322e-01,1.2056989906046490e-04,9.9072513726614764e-01,1.1245378665791819e-05,4.9456466706469026e-05,3.9703470257595910e-04,1.5340520480215209e-02,8.6179828279866346e-09,4.9156584795814434e-01,2.3506085163949313e-04,1.7905709153364705e-04,1.0148802916607557e-02,2.1412505989124946e-03,2.3149527496494035e-04,9.9072513726614764e-01,3.8998411570446512e-04,3.6597754334015588e-04,2.5261277957253997e-02,5.5058957300612099e-01,1.3079149759188936e-02,5.3987298598936795e-01,9.9072513726614764e-01,3.9199632207133089e-05,2.8390151845887727e-02,3.8152089401131874e-04,8.7700074948610378e-05,6.8789759028427179e-06,8.2024043195758086e-05,9.5163107098645067e-05,3.0962121336987947e-02,1.7376712616240947e-05
14,0.25563869819236795,0.25563869819236795,0.744361301807632,0.1,0.016527393752452463,2.14,3.6799373062656893e-01,9.9074060720482127e-01,4.8975574109614629e-04,2.1143715879646313e-03,5.4522189369292196e-01,9.9074060720482127e-01,2.7656827696940560e-06,4.5675569597810645e-01,2.6970784744659857e-04,4.0559441460226484e-05,7.3557820304064261e-06,2.5832972701457121e-06,3.5986556604336156e-01,1.1427571685761314e-05,5.8323294133198141e-05,5.7158092442046242e-06,7.2710990541099678e-05,4.9839285127431044e-04,1.0508581609350083e-04,8.1401492665728989e-05,1.3843903366304380e-03,9.9074060720482127e-01,9.9074060720482127e-01,2.1947649975075879e-03,2.3704722337024097e-04,1.2027375612073643e-02,3.0014002308964757e-05,1.1214503246602099e-04,1.5925809481963103e-05,9.9074060720482127e-01,9.9074060720482127e-01,3.1504334451194789e-05,2.8440602522548028e-03,1.2087844068084129e-05,2.5602609710419720e-06,9.9074060720482127e-01,9.9074060720482127e-01,3.1948887036648520e-02,3.4049303732588164e-07,1.3161832011274755e-04,9.9074060720482127e-01,9.2482695178117869e-01,3.4350499562040172e-04,2.4254438781373650e-05,1.6448631815446296e-01,9.9074060720482127e-01,7.7948734550286163e-05,1.9186856850972474e-04,9.1243986959179856e-07,7.3133551934848964e-06
15,0.23457898762634494,0.23457898762634463,0.7654210123736551,0.1,0.02356685656891389,2.22,5.7144523538060559e-04,7.3820515568207854e-03,2.5579037422420348e-02,9.9074509744601269e-01,8.0519483276364145e-01,5.7364321576505416e-03,4.1309513570526131e-04,5.5210249183746056e-02,7.8881418670862538e-05,9.9074509744601269e-01,1.0456977099729419e-04,1.7741355180462597e-02,1.3069565621172561e-03,3.1675393931590273e-01,2.0550952750495660e-01,9.9074509744601269e-01,2.6080110374329231e-02,4.7980412044731406e-02,3.5886888680073688e-04,9.1843585616168982e-02,7.7419560552891994e-02,4.9033800640128282e-04,1.5987621014577822e-03,3.1634847598545374e-01,8.1551311654224157e-01,2.0953513708516472e-03,1.3600878571121286e-02,9.9074509744601269e-01,2.4239644344658458e-04,8.0403454113289713e-07,6.3332499868456153e-05,2.0949051383658554e-03,3.7887908650944946e-01,3.8500179113218785e-01,5.8691997417686004e-01,1.8912434245172411e-04,9.9074509744601269e-01,8.6038211117287289e-01,3.4195110278957360e-05,6.5319218114444670e-04,3.6488440256037091e-01,3.7778013332626862e-04,7.1152827344814212e-05,1.4681954821114650e-04,9.9074534219140720e-01,2.0438591776816080e-03,2.7405055266896552e-08,1.6232726550127737e-03,3.6591172700791091e-01,4.6764578472996001e-05
16,0.17380407202730722,0.17380407202730713,0.8261959279726928,0.1,0.04175769518148113,2.54,1.6868523239808159e-01,9.2347813275220431e-06,5.4612215886885772e-02,6.8169940506547633e-05,4.1609070273871385e-05,3.6748654031957127e-05,7.6997835457092559e-02,4.8393454415324755e-05,5.3184888555088674e-03,8.3944690801481436e-01,1.0755435042894919e-04,9.9074295382685085e-01,2.5171489365788880e-02,4.0971227532254854e-03,5.8719373474873626e-01,5.1946793873799801e-06,1.0230080646352918e-07,7.8736838895035866e-01,1.1838971486513515e-02,1.2800109188689129e-01,1.7641464223529428e-04,6.4908111587765338e-01,3.7960796961281979e-04,6.8247199804584735e-01,4.2414737660685371e-04,3.9167830179872060e-01,1.7950015300812602e-01,3.9215865308492499e-04,8.0157445246329957e-04,1.1164247866789212e-06,2.3750256967676039e-01,3.8895502615835133e-04,2.8297201406219549e-02,7.0766651493205253e-04,9.0765995007281142e-01,4.3569049157022560e-01,2.8222725826968385e-05,1.9385245427446065e-05,6.7320659104260008e-02,3.3724743303051017e-03,4.3641165324619852e-01,9.0820544586237648e-03,1.4644958426066275e-06,1.2982905235199234e-05,5.6436173261941891e-01,6.6471561745745688e-06,1.0616008173806343e-03,9.6615146458534982e-07,3.8964373539731251e-01,2.3935159333720726e-02
17,0.17948226826318958,0.1794822682631895,0.8205177317368104,0.1,0.01848163021307407,2.2,2.4754920407735120e-01,1.3934143203703796e-05,4.1432836358372409e-05,8.0021574938421725e-01,1.4355795237361502e-04,6.0541951910311550e-05,4.3329704470713715e-01,3.0369899707027352e-02,6.5076337150467821e-05,2.6966036434977891e-05,4.4006293615642507e-04,9.9075649618779560e-01,1.6616167666215975e-05,2.7680452558328448e-04,7.0292405958082562e-06,4.9163076500896058e-01,8.2654359003284574e-03,3.5502350023484518e-03,4.8288630791878812e-02,1.7895733225798940e-01,1.0727424009903564e-05,2.0413300833892499e-04,8.0487510159331943e-01,1.5711545795358565e-03,4.6993182336114566e-06,7.3152299766120774e-05,3.8939804746249490e-01,1.0649612908635437e-03,3.5549960929486995e-03,3.4778602030374223e-01,1.2312075718195848e-05,9.9075649618779560e-01,2.0447429634428644e-04,1.8072417825644982e-01,6.1066399777926716e-01,2.5882736570270332e-01,1.4754699579038616e-01,2.6435665665479186e-02,5.0324979202777920e-01,7.7394416006360895e-05,1.5753568190293103e-02,7.1438068930871831e-03,8.0709058042072401e-01,8.1358078039400818e-05,5.4658558652316455e-05,8.2692748109776757e-03,6.0420874553649806e-01,3.0468678229935584e-02,4.4721059138426096e-09,2.8257245513936032e-05
18,0.23799195460593925,0.23799195460593917,0.7620080453940608,0.1,0.022101555561175858,2.44,9.1694219766844110e-06,2.3509712242314229e-01,1.8283453356280427e-01,9.9076019160128992e-01,9.9076019160128992e-01,5.1119219423189711e-07,9.9076019160128992e-01,1.0638086859882339e-02,8.0531732638977083e-01,1.0116958208111041e-07,1.8659185347343471e-09,8.1412240223549492e-01,3.9936928853447305e-06,5.4056681824381746e-07,3.3729812177346681e-03,1.8184719018870277e-01,9.9076019160128992e-01,4.5576307320937520e-03,5.1188997648788687e-05,3.9323532457665323e-04,1.7921745722022054e-03,4.3515949497961273e-05,2.8458993283487209e-03,6.9326219690114238e-02,6.6146262715082171e-03,3.1113884090300481e-04,8.4132625310126463e-01,4.1521220743478627e-06,6.4388272541262737e-01,3.3499997372778400e-05,7.8224695586533199e-05,1.2282000184542249e-02,6.1957597315825805e-06,5.6432987591241348e-04,2.2576566403348674e-03,4.1612268643552188e-05,1.1143308909318984e-05,2.8374189073261374e-01,9.9076019160128992e-01,9.9076019160128992e-01,4.2824428159587511e-03,9.7806950585277766e-04,1.4351396818439834e-05,1.4586617616208438e-06,1.2426295352183215e-02,8.4223880654415917e-01,9.1817329009370578e-04,7.3051709208507763e-06,2.1175677238913874e-07,9.9076019160128992e-01
19,0.18384342257218886,0.18384342257218883,0.8161565774278111,0.1,0.015119596527226041,2.22,4.3562769027519405e-04,4.2072049740415034e-05,7.0027745946063957e-01,4.2070615009680149e-04,3.3861235221767836e-03,4.3499299338174772e-04,3.2042163304985292e-07,4.9398139091541187e-03,1.5792769542439194e-04,5.2748396714024753e-05,3.6199877863113780e-07,2.7944539654931828e-05,8.4242778966596974e-04,3.2332018225134096e-04,6.6902519131743483e-04,3.9548490896322785e-01,2.5075831735480697e-01,9.0759810591242251e-01,5.7569577748480971e-01,2.3531917685800804e-10,1.8414860924942529e-05,6.4889955321053538e-01,3.3916596194985499e-01,4.7387069078759482e-02,1.9924004391547443e-03,6.0451727295475896e-03,9.9075876116256167e-01,1.3391963354928582e-07,1.5080441422158353e-01,4.3940487337900284e-02,1.0702338302551351e-05,4.5916150257249899e-05,1.0477982200873444e-06,5.5902553815915116e-03,1.7010769128342829e-01,6.0137907825843329e-01,6.0897562228584405e-05,3.4598075207373402e-01,7.2321253295888187e-03,2.2620594911465634e-05,1.0778553178259043e-04,7.3460176665574523e-03,1.1619850148754747e-05,7.9625801740992163e-03,3.8823564948244115e-05,9.9075876116256167e-01,5.0457189402218330e-05,9.9075876116256167e-01,3.3861235221767836e-03,9.9075876116256167e-01
