gamma,target_seed,method,iteration,fixed_validation_fidelity,noiseless_fidelity,gradient_norm,train_trajectories,validation_trajectories
0.012,123,cross,0,0.04927133830601577,0.03629077792440385,0.12139904394979574,4,12
0.012,123,cross,1,0.05132608396537106,0.04041553601181476,0.119703113633274,4,12
0.012,123,cross,2,0.05281482572776109,0.0425909529718861,0.07185781549073285,4,12
0.012,123,cross,3,0.05296036073620627,0.04292468111628342,0.1621607228283241,4,12
0.012,123,cross,4,0.05572083219762728,0.048364766080907444,0.13741669813376733,4,12
0.012,123,cross,5,0.05777107828859656,0.049075991049386286,0.1269773255179879,4,12
0.012,123,cross,6,0.05881523927932971,0.047948547103231084,0.18321920698693153,4,12
0.012,123,cross,7,0.0621793901634825,0.05258903145632991,0.11447477380098067,4,12
0.012,123,cross,8,0.06302181028803183,0.05745049055825826,0.14146224342482838,4,12
0.012,123,cross,9,0.06558199707859158,0.0646070742633998,0.12760869297527053,4,12
0.012,123,cross,10,0.06636107072614925,0.06537890285878481,0.09939446566961542,4,12
0.012,123,cross,11,0.06757594273928032,0.06814314254506909,0.11440591146845831,4,12
0.012,123,cross,12,0.06917317307842669,0.0738544705335591,0.11131606399887377,4,12
0.012,123,cross,13,0.07150828284569277,0.07855472095659553,0.1445131861819866,4,12
0.012,123,cross,14,0.07441116497559012,0.09002728021731683,0.136878549400206,4,12
0.012,123,cross,15,0.07801133726580314,0.10006174521681085,0.18319863497880237,4,12
0.012,123,cross,16,0.08185230569155826,0.1127487791153127,0.12090018660320095,4,12
0.012,123,cross,17,0.08221786791314149,0.11315833719862306,0.09892172992832642,4,12
0.012,123,cross,18,0.08319306919955193,0.11764948511109886,0.10577567662950443,4,12
0.012,123,cross,19,0.08491166621359231,0.12038665350224795,0.1300242391353323,4,12
0.012,123,cross,20,0.08775054139608522,0.12732166286782662,0.22080799659458678,4,12
0.012,123,cross,21,0.09204246452210828,0.14140771108658667,0.19031488492588458,4,12
0.012,123,cross,22,0.09461190202949465,0.14363668324722656,0.13544375075779605,4,12
0.012,123,cross,23,0.0966517457478142,0.1472511630874503,0.11211810000680789,4,12
0.012,123,cross,24,0.09746963579742922,0.15062575460905106,0.20227233356740407,4,12
0.012,123,cross,25,0.10044541566169217,0.16567815588401,0.17041678626827989,4,12
0.012,123,cross,26,0.10368936177821059,0.17758353879622463,0.239426780378095,4,12
0.012,123,cross,27,0.10962006392238105,0.19737112416666547,0.1906620226724962,4,12
0.012,123,cross,28,0.11295293944512168,0.21173373233912052,0.22406293404622005,4,12
0.012,123,cross,29,0.11693553534618202,0.21693058053154513,0.10984818700067044,4,12
0.012,123,cross,30,0.11694385739143166,0.21605537215202283,0.19321334178647012,4,12
0.012,123,cross,31,0.12017811044168508,0.22998537674112352,0.13051735308194667,4,12
0.012,123,cross,32,0.12051407107383227,0.232380382255362,0.23772531778607708,4,12
0.012,123,cross,33,0.1267430808347302,0.2540222023054531,0.18692378274510768,4,12
0.012,123,cross,34,0.1307868136260648,0.27168163225916,0.23617386939509988,4,12
0.012,123,cross,35,0.13583717955587082,0.29446480796890495,0.17346184798286837,4,12
0.012,123,cross,36,0.13972230436492758,0.3059955370303216,0.26473771398051327,4,12
0.012,123,cross,37,0.14640526222798197,0.3340347977220805,0.18088699268055652,4,12
0.012,123,cross,38,0.14866295972119273,0.3391817916379655,0.3209288800954358,4,12
0.012,123,cross,39,0.15712755930452502,0.37279072539523506,0.11564353521326788,4,12
0.012,123,cross,40,0.15795247676060328,0.37640851435049516,0.4291517832334143,4,12
0.012,123,cross,41,0.16774473569084294,0.410542228419268,0.32505783108196384,4,12
0.012,123,cross,42,0.17655903413839422,0.44407492194950143,0.23944369736001703,4,12
0.012,123,cross,43,0.18203605202938503,0.4655464307935927,0.22057628918364192,4,12
0.012,123,cross,44,0.18716655588535946,0.48148348251076495,0.1904054731374304,4,12
0.012,123,cross,45,0.19139767173518266,0.494961427598705,0.3037825366631866,4,12
0.012,123,cross,46,0.1982308438483392,0.5217794120047492,0.2766745231521041,4,12
0.012,123,cross,47,0.20341419065752056,0.5384085948297037,0.18982406035065968,4,12
0.012,123,cross,48,0.20355273995722475,0.5382596547860234,0.1566871162625088,4,12
0.012,123,cross,49,0.20546429633601918,0.548878834807861,0.12274628714022796,4,12
0.012,123,cross,50,0.20679196859618543,0.5525947591275838,0.23800624932900682,4,12
0.012,123,cross,51,0.2109061377611573,0.5705680515381027,0.2524628971322216,4,12
0.012,123,cross,52,0.2131335556669625,0.5782333967649773,0.29289878392672125,4,12
0.012,123,cross,53,0.21657452884946685,0.5909916180736237,0.1798587052998941,4,12
0.012,123,cross,54,0.2195575547975516,0.6051320839441863,0.1887478301932896,4,12
0.012,123,cross,55,0.22245641255811743,0.6167349451608524,0.18978861821698398,4,12
0.012,123,cross,56,0.22322741818110706,0.6207458110002564,0.237825887430051,4,12
0.012,123,cross,57,0.22079927381184794,0.6118042472206383,0.1548937077529421,4,12
0.012,123,cross,58,0.2220997178749297,0.6163049191481488,0.26062886712113503,4,12
0.012,123,cross,59,0.22703738218302072,0.6353092444732698,0.1589503143083916,4,12
0.012,123,cross,60,0.2274135836128721,0.6373774417310691,0.1713149917183399,4,12
0.012,123,cross,61,0.22876928378725217,0.6448567798846431,0.2391815590456176,4,12
0.012,123,cross,62,0.23151298653257366,0.6562168870470995,0.14724133200829206,4,12
0.012,123,cross,63,0.23261662055041502,0.6582352784429546,0.08341778398483629,4,12
0.012,123,cross,64,0.2317709268998389,0.654161278842692,0.11626810465949534,4,12
0.012,123,cross,65,0.23341256275291877,0.660318700217352,0.22534756457478208,4,12
0.012,123,cross,66,0.23564873362862118,0.6709294146948622,0.2545039212877664,4,12
0.012,123,cross,67,0.23840977900328467,0.6818823667546783,0.31960856982833097,4,12
0.012,123,cross,68,0.24072587032837636,0.6888209655756368,0.344563509617198,4,12
0.012,123,cross,69,0.24274259496951786,0.6967645641324546,0.19880457100678,4,12
0.012,123,cross,70,0.2429769070079538,0.695891637096806,0.1756881224751984,4,12
0.012,123,cross,71,0.2441862571443285,0.699795061110136,0.19668016069188238,4,12
0.012,123,cross,72,0.24391681213251884,0.6994580145041362,0.15716269571594874,4,12
0.012,123,cross,73,0.24505546816081814,0.7056114866703103,0.12993251821210153,4,12
0.012,123,cross,74,0.24594881827391243,0.7102538514245503,0.24998618069584108,4,12
0.012,123,cross,75,0.24726803183264123,0.7118608217895724,0.08231114609470605,4,12
0.012,123,cross,76,0.2472633400177512,0.7106139340704951,0.16600224296265614,4,12
0.012,123,cross,77,0.2477833155074505,0.7139482663912359,0.17904919716579473,4,12
0.012,123,cross,78,0.24737323597527075,0.7149759195906805,0.152779792738355,4,12
0.012,123,cross,79,0.24715493378245043,0.7162075091162473,0.10590723564521526,4,12
0.012,123,cross,80,0.2473759976109392,0.7167730995743491,0.0,4,12
0.012,123,independent,0,0.05213940548859976,0.03629077792440385,0.09681071523825127,16,32
0.012,123,independent,1,0.05397515975305911,0.03959593451209869,0.09284713036435167,16,32
0.012,123,independent,2,0.055793536931854404,0.04363062140988752,0.07994989718117229,16,32
0.012,123,independent,3,0.056916934956651365,0.04647150221794941,0.08703800205880127,16,32
0.012,123,independent,4,0.05841983686517771,0.04890994571459694,0.11515481420243162,16,32
0.012,123,independent,5,0.0603038273142272,0.05364937884595274,0.06439108270924944,16,32
0.012,123,independent,6,0.06131811224269736,0.05624933136120821,0.07285200063931543,16,32
0.012,123,independent,7,0.06254768249734159,0.05867281784293751,0.11804216045952219,16,32
0.012,123,independent,8,0.06469498545530547,0.06638413108480694,0.08715759140863215,16,32
0.012,123,independent,9,0.06651650418899127,0.07107953908401277,0.07925785383993302,16,32
0.012,123,independent,10,0.0675383194157581,0.07268069330969382,0.0826755577897113,16,32
0.012,123,independent,11,0.0684333579870751,0.07267750743099413,0.11996043659835123,16,32
0.012,123,independent,12,0.07119636232402202,0.07856584028201763,0.13004835688922703,16,32
0.012,123,independent,13,0.07410975915480053,0.08443161029960808,0.10789780924287416,16,32
0.012,123,independent,14,0.07631889358076374,0.09208613094708613,0.11721000242833635,16,32
0.012,123,independent,15,0.07898004643243811,0.09924117444518696,0.1248990116770559,16,32
0.012,123,independent,16,0.08147886102126274,0.10736598000217042,0.17287673947660584,16,32
0.012,123,independent,17,0.08548760664632689,0.12407239998959793,0.15855773385483704,16,32
0.012,123,independent,18,0.08976617520365482,0.13653232490707534,0.08298378567857527,16,32
0.012,123,independent,19,0.0923907007769214,0.14433722276863953,0.11695382382130659,16,32
0.012,123,independent,20,0.0957774839528806,0.15649928167742633,0.1685937034456604,16,32
0.012,123,independent,21,0.0995537065451765,0.16958160066210215,0.10187223809615804,16,32
0.012,123,independent,22,0.10060326351416533,0.17021929959938928,0.12507009842535743,16,32
0.012,123,independent,23,0.10317978492083675,0.17835583178867764,0.1137436470118106,16,32
0.012,123,independent,24,0.10552072552239064,0.1855669595932457,0.17475660685561215,16,32
0.012,123,independent,25,0.10961942318271548,0.2005955696627274,0.14669868689703247,16,32
0.012,123,independent,26,0.11241373014002569,0.2109732285075366,0.26765628936583274,16,32
0.012,123,independent,27,0.11909887100422216,0.2368982653344715,0.09984450557024947,16,32
0.012,123,independent,28,0.1213055276502127,0.24483639750501474,0.13699902762823346,16,32
0.012,123,independent,29,0.12422558101804337,0.25359085901273426,0.12389602070428382,16,32
0.012,123,independent,30,0.12687335653037357,0.26098916761420743,0.21900527481478724,16,32
0.012,123,independent,31,0.13235429521239694,0.2823554603113689,0.1667406748156887,16,32
0.012,123,independent,32,0.13655979923610195,0.29822904700624536,0.20325622982579694,16,32
0.012,123,independent,33,0.14184567370234785,0.31974733538524147,0.2220359712679906,16,32
0.012,123,independent,34,0.14732833986240385,0.3438240809066952,0.1267611651483424,16,32
0.012,123,independent,35,0.15038140157399826,0.35579687614763555,0.20407361318982553,16,32
0.012,123,independent,36,0.15542555157497082,0.37594630815833346,0.3212658958273611,16,32
0.012,123,independent,37,0.1641752472968257,0.41122618010264866,0.1432201070329183,16,32
0.012,123,independent,38,0.16694852048606526,0.4174281550790873,0.2529172330303432,16,32
0.012,123,independent,39,0.17322326584805336,0.44230482734124965,0.2676980273288379,16,32
0.012,123,independent,40,0.18012499657929615,0.4700595577693172,0.23350453998530524,16,32
0.012,123,independent,41,0.1854241561557219,0.4907182051294319,0.192490653514678,16,32
0.012,123,independent,42,0.1898205877205844,0.506156379985046,0.19385631321911906,16,32
0.012,123,independent,43,0.19343202559885167,0.5213721034630076,0.14445461261582276,16,32
0.012,123,independent,44,0.19623944305321522,0.5336427796193667,0.11084724201109951,16,32
0.012,123,independent,45,0.19812039332777465,0.5393484237076297,0.18301718431415215,16,32
0.012,123,independent,46,0.20166206944199577,0.5558093497536404,0.191858499723166,16,32
0.012,123,independent,47,0.2051326057533716,0.5705910913526812,0.18654027532670345,16,32
0.012,123,independent,48,0.20884738329718652,0.5866718524126763,0.1764654913443467,16,32
0.012,123,independent,49,0.21123750388520096,0.5981019665888583,0.13590348384719755,16,32
0.012,123,independent,50,0.21318999098062247,0.6071990656516666,0.16749471488153694,16,32
0.012,123,independent,51,0.21540830838474312,0.6189106728947535,0.16095921823048182,16,32
0.012,123,independent,52,0.21764098666127585,0.629903929600604,0.16074130729097788,16,32
0.012,123,independent,53,0.21818677587789045,0.6332005058777892,0.10424083734915242,16,32
0.012,123,independent,54,0.21880714160193365,0.6361047363393756,0.1708469679915562,16,32
0.012,123,independent,55,0.2211488695917314,0.6473247461102419,0.12254060647212771,16,32
0.012,123,independent,56,0.22117030660413609,0.650153321559754,0.0887662442491903,16,32
0.012,123,independent,57,0.22211396374169332,0.6537778108503397,0.10557253709048228,16,32
0.012,123,independent,58,0.22194041120983332,0.6560065383341152,0.1062439240488318,16,32
0.012,123,independent,59,0.22290735419999266,0.6593652860504504,0.10272547933526721,16,32
0.012,123,independent,60,0.22294628622511825,0.6616257328216082,0.10802539488880017,16,32
0.012,123,independent,61,0.22423070292753056,0.6672796085923397,0.14899969372615757,16,32
0.012,123,independent,62,0.2258145910449772,0.6745847221748458,0.09508652483206204,16,32
0.012,123,independent,63,0.22628520905659438,0.6781166454387951,0.08424710676114942,16,32
0.012,123,independent,64,0.22658942115182962,0.6775865453871421,0.132296895960015,16,32
0.012,123,independent,65,0.22733244455387436,0.6827972352862295,0.11206604926840937,16,32
0.012,123,independent,66,0.22753732941991311,0.686938900824069,0.17385972082293724,16,32
0.012,123,independent,67,0.22867641311850814,0.694536997466026,0.09325472168026606,16,32
0.012,123,independent,68,0.2293891015084722,0.697105179228155,0.14856496112090697,16,32
0.012,123,independent,69,0.23036431407763425,0.7023490735016691,0.0702237423038463,16,32
0.012,123,independent,70,0.2307444179488959,0.7035847254357579,0.1280373313596519,16,32
0.012,123,independent,71,0.23115242699028918,0.7052220702378267,0.1367523711416231,16,32
0.012,123,independent,72,0.23051759333892996,0.7074329862766404,0.15040780368984066,16,32
0.012,123,independent,73,0.23088319087313217,0.7131751843071512,0.09573399375309084,16,32
0.012,123,independent,74,0.23120043194392909,0.7142755030771989,0.14587515096484674,16,32
0.012,123,independent,75,0.23141050455970572,0.7166870824544229,0.09868503362468938,16,32
0.012,123,independent,76,0.23181247049427486,0.7176051703152552,0.09796734589563076,16,32
0.012,123,independent,77,0.23172375261224584,0.7192921269333569,0.14365610958278455,16,32
0.012,123,independent,78,0.23223006522032824,0.722965458983762,0.11760016157360817,16,32
0.012,123,independent,79,0.2328658921474686,0.7258499215785158,0.06202031479338481,16,32
0.012,123,independent,80,0.23277469802303544,0.7267121595188557,0.0,16,32
0.023000000000000003,123,cross,0,0.07179296921798216,0.03629077792440385,0.09508841303780982,4,12
0.023000000000000003,123,cross,1,0.07205002838237183,0.03908250088613675,0.1062760880852209,4,12
0.023000000000000003,123,cross,2,0.0717341436639816,0.03868190174357966,0.08487405319314806,4,12
0.023000000000000003,123,cross,3,0.07201205426711649,0.03917344558050614,0.10660301549975561,4,12
0.023000000000000003,123,cross,4,0.07262847641256236,0.04326109128820358,0.08197974633069918,4,12
0.023000000000000003,123,cross,5,0.07336915742266135,0.04282627916064535,0.13764245826958704,4,12
0.023000000000000003,123,cross,6,0.0740986186994082,0.04579841727190218,0.15451344603095887,4,12
