gamma,target_seed,method,iteration,fixed_validation_fidelity,noiseless_fidelity,gradient_norm,train_trajectories,validation_trajectories
0.001,125,independent,23,0.004580587386060032,9.841163392011756e-05,0.005722876795065857,16,32
0.001,125,independent,24,0.0045781737057755765,0.00010216921923199755,0.0061129675201676975,16,32
0.001,125,independent,25,0.00457763484722762,0.00010718837141305369,0.009485625189612084,16,32
0.001,125,independent,26,0.0045628296654305935,0.00010928537524365236,0.006687330334221447,16,32
0.001,125,independent,27,0.004561352564233108,0.00011501511023068169,0.007675003647497185,16,32
0.001,125,independent,28,0.004576960610208113,0.00012717339850750747,0.015086142962013058,16,32
0.001,125,independent,29,0.004631976444481838,0.00014564944576871697,0.008922258183437594,16,32
0.001,125,independent,30,0.004653636600596744,0.00016207298282274677,0.013703147159367567,16,32
0.001,125,independent,31,0.004680722531071878,0.00015605735986970535,0.015556668913992657,16,32
0.001,125,independent,32,0.004739762016428251,0.0001623219907125323,0.024644774466246702,16,32
0.001,125,independent,33,0.004834967420369051,0.0001861773132336758,0.012660314563135858,16,32
0.001,125,independent,34,0.00487116197026586,0.00021118129514968498,0.015885734782423423,16,32
0.001,125,independent,35,0.004937888244258951,0.00022260270174371145,0.009230262214313013,16,32
0.001,125,independent,36,0.004957518065614885,0.00024159488186749293,0.011478716354404367,16,32
0.001,125,independent,37,0.004998541409705448,0.00027174852194044143,0.026171941341829753,16,32
0.001,125,independent,38,0.005086723634969312,0.0002888688173565223,0.0182596258524883,16,32
0.001,125,independent,39,0.005175450735138906,0.00031492686008728236,0.01325255016668149,16,32
0.001,125,independent,40,0.0052167177941219115,0.00035197102188971847,0.026727256082774428,16,32
0.001,125,independent,41,0.005365727495552761,0.00043313547790235264,0.01709352593030722,16,32
0.001,125,independent,42,0.0054496549982200855,0.0004977726026698879,0.022554598933886633,16,32
0.001,125,independent,43,0.005578561707620777,0.0005545255309301615,0.02970983865960828,16,32
0.001,125,independent,44,0.0057730290476485525,0.0006743311267790241,0.019430668784774716,16,32
0.001,125,independent,45,0.00587929978686914,0.0007645798401175325,0.045370839078041375,16,32
0.001,125,independent,46,0.006148484905516741,0.0008641887902174431,0.04035047600440876,16,32
0.001,125,independent,47,0.00645794018373649,0.0010351920316935433,0.031092641875780463,16,32
0.001,125,independent,48,0.0067118928741553684,0.0012006576749174862,0.04153598766946337,16,32
0.001,125,independent,49,0.007080449181262863,0.001471294730454445,0.036498712830407565,16,32
0.001,125,independent,50,0.007405037737532257,0.001750342383304775,0.04048750364103239,16,32
0.001,125,independent,51,0.007660791301003008,0.001869811699529624,0.040574427624155904,16,32
0.001,125,independent,52,0.00806492477439261,0.002224517240497154,0.044022453150637554,16,32
0.001,125,independent,53,0.00853877682415549,0.0026452044383639224,0.03522487317783889,16,32
0.001,125,independent,54,0.008923089953537425,0.002948879065412478,0.05234874635399003,16,32
0.001,125,independent,55,0.009562969135121422,0.003532815871031533,0.05581117608199515,16,32
0.001,125,independent,56,0.010299442396312496,0.004215466706112654,0.06362135835184723,16,32
0.001,125,independent,57,0.011149717047085268,0.004909649126568761,0.05941171038396709,16,32
0.001,125,independent,58,0.012064386209887314,0.005731377662282791,0.06629693180094783,16,32
0.001,125,independent,59,0.012570098154906364,0.0060616175581304395,0.08894788191635825,16,32
0.001,125,independent,60,0.013849819333776065,0.007058800051809497,0.06897967187697962,16,32
0.001,125,independent,61,0.015108112062449382,0.008289017176014912,0.09070012273606003,16,32
0.001,125,independent,62,0.01694657432059972,0.010082923940619291,0.10404625455756564,16,32
0.001,125,independent,63,0.019256362442368023,0.012370514383086685,0.120560574398458,16,32
0.001,125,independent,64,0.022264831552797484,0.015239379079876806,0.1261971049756568,16,32
0.001,125,independent,65,0.025742938835874828,0.018612034963346596,0.11593823430257758,16,32
0.001,125,independent,66,0.02919226038401404,0.022076388377532417,0.15512140135855834,16,32
0.001,125,independent,67,0.034355451469566936,0.02723111216919835,0.17496279254704866,16,32
0.001,125,independent,68,0.04079412539912155,0.033919974658848856,0.19614729307821938,16,32
0.001,125,independent,69,0.04886966326327523,0.04241387951062951,0.21491558896250254,16,32
0.001,125,independent,70,0.058852243633281245,0.05297182230837829,0.24448657041276378,16,32
0.001,125,independent,71,0.07164981059806202,0.06665930351338094,0.2607979906688076,16,32
0.001,125,independent,72,0.08706939491642572,0.08333663256682923,0.33287770502186104,16,32
0.001,125,independent,73,0.10950563326892666,0.10783347135814024,0.3636816402904505,16,32
0.001,125,independent,74,0.13741553387691963,0.13889027331838025,0.43051608864601,16,32
0.001,125,independent,75,0.1752122436718434,0.1814173031961042,0.38444549415927837,16,32
0.001,125,independent,76,0.21269186379445057,0.22392929019764982,0.5027389431391365,16,32
0.001,125,independent,77,0.2662067433096247,0.28557470440309873,0.5816528821356082,16,32
0.001,125,independent,78,0.3320484020266825,0.36220398267999204,0.6586802005148205,16,32
0.001,125,independent,79,0.40724906033449315,0.45081968153987134,0.6190985597589819,16,32
0.001,125,independent,80,0.47389084185919905,0.52989878893604,0.0,16,32
0.001,125,cross,0,0.0019156190053052702,5.32989981881621e-05,0.004626417367369126,4,12
0.001,125,cross,1,0.0019175909821819853,5.766816570342022e-05,0.022882481762672966,4,12
0.001,125,cross,2,0.0018765238295345215,5.61943623417607e-05,0.004857194969709483,4,12
0.001,125,cross,3,0.0018776007154627662,6.102059908559995e-05,0.005079829364022947,4,12
0.001,125,cross,4,0.0018788181042362028,6.630110028037878e-05,0.005316075724712889,4,12
0.001,125,cross,5,0.0018801955166208887,7.208618778561825e-05,0.04275592083843619,4,12
0.001,125,cross,6,0.0019998145988537126,7.481217901853345e-05,0.005440471637021956,4,12
0.001,125,cross,7,0.002004904581190822,8.08486291095226e-05,0.005349287419018666,4,12
0.001,125,cross,8,0.002010577455005396,8.693023280497171e-05,0.005863125563776825,4,12
0.001,125,cross,9,0.0020165729253988156,9.39409843874379e-05,0.006094239212500062,4,12
0.001,125,cross,10,0.002023093704714534,0.00010151532041675707,0.005259446816718566,4,12
0.001,125,cross,11,0.00202818272759894,0.0001081158939651987,0.0059897713945808485,4,12
0.001,125,cross,12,0.0020345229473018233,0.00011596257408377458,0.0067682544256665355,4,12
0.001,125,cross,13,0.0020427303082997815,0.00012530490647082062,0.005337827986186676,4,12
0.001,125,cross,14,0.002048584005736566,0.00013277024511092054,0.007240054603529246,4,12
0.001,125,cross,15,0.002058090628144977,0.0001434603879682161,0.0075252498034785705,4,12
0.001,125,cross,16,0.0020684078119140715,0.00015500936687406423,0.05955304251315845,4,12
0.001,125,cross,17,0.0021263017727527855,0.00014840155178080894,0.022634715895756483,4,12
0.001,125,cross,18,0.0020846052465236854,0.00014491513606615025,0.0076103556386376454,4,12
0.001,125,cross,19,0.002094880410585708,0.00015673001286647703,0.04789487734966164,4,12
0.001,125,cross,20,0.0022588704521639713,0.00017913217237719764,0.008614363470806246,4,12
0.001,125,cross,21,0.0022773909632472808,0.00019428725102903704,0.008978813571966195,4,12
0.001,125,cross,22,0.002297613002167532,0.0002107529779428002,0.009360027572410468,4,12
0.001,125,cross,23,0.002319693852651004,0.00022864791479413718,0.007934037467126013,4,12
0.001,125,cross,24,0.0023376831993278946,0.0002441856501518823,0.01009318040882219,4,12
0.001,125,cross,25,0.0023635564448509423,0.00026499685425491955,0.010526490278205144,4,12
0.001,125,cross,26,0.00239181473488632,0.00028763542169828773,0.008890653209897625,4,12
0.001,125,cross,27,0.0024150386663957506,0.00030722636158253216,0.011360511324502005,4,12
0.001,125,cross,28,0.002448178129329443,0.000333599374201747,0.0552802301929039,4,12
0.001,125,cross,29,0.0027040730744388,0.0004067251926280175,0.01367698776418831,4,12
0.001,125,cross,30,0.002756909081776367,0.0004450762219288118,0.022623349217852428,4,12
0.001,125,cross,31,0.0027232266248523366,0.0004425230678260884,0.014122483494078027,4,12
0.001,125,cross,32,0.002778328098867758,0.00048338146433703856,0.07940779749688961,4,12
0.001,125,cross,33,0.0030028223834954993,0.000516759895119549,0.01569256862239279,4,12
0.001,125,cross,34,0.0030728290855782047,0.0005672927799161713,0.05657366240328002,4,12
0.001,125,cross,35,0.0031846120229395113,0.0005344887992553947,0.016365917800967862,4,12
0.001,125,cross,36,0.0032626774092176206,0.0005895389378024102,0.01727445417611356,4,12
0.001,125,cross,37,0.003349199629178882,0.0006508915623366476,0.06177223668154492,4,12
0.001,125,cross,38,0.0034335886611932737,0.0006552867126219453,0.018450387592459212,4,12
0.001,125,cross,39,0.0035323517113460025,0.0007253356212943772,0.01951997545283193,4,12
0.001,125,cross,40,0.003642153436024745,0.0008037702599325226,0.02066635030207649,4,12
0.001,125,cross,41,0.0037643497137390945,0.000891720420277595,0.02189567981063841,4,12
0.001,125,cross,42,0.0039004775070705365,0.0009904820467555046,0.02321501718100748,4,12
0.001,125,cross,43,0.004052284053645994,0.0011015448720294778,0.0228833436489938,4,12
0.001,125,cross,44,0.004204436843532705,0.0012159560264144956,0.024089380741068315,4,12
0.001,125,cross,45,0.004380918858834968,0.0013432546820386763,0.05411881419436776,4,12
0.001,125,cross,46,0.004390859254908792,0.0012665835054992466,0.084171890884225,4,12
0.001,125,cross,47,0.005097506528718076,0.001659491153023073,0.05983471570995571,4,12
0.001,125,cross,48,0.005339931508194532,0.0017150577764851493,0.09255294317618734,4,12
0.001,125,cross,49,0.006243303395006027,0.002218060068592848,0.03855547130787742,4,12
0.001,125,cross,50,0.0066430112441908246,0.0025262644996240933,0.08719881284568758,4,12
0.001,125,cross,51,0.006817236417529476,0.002454983402541219,0.03900461538701948,4,12
0.001,125,cross,52,0.007246366851337729,0.0027882150303653354,0.04456013121727377,4,12
0.001,125,cross,53,0.007768739253497612,0.0032006429437779526,0.028882380896168524,4,12
0.001,125,cross,54,0.007974355581789666,0.0033765075746293744,0.049289421002836085,4,12
0.001,125,cross,55,0.008599437501950047,0.003881242472700612,0.0531256072041023,4,12
0.001,125,cross,56,0.00931469755878321,0.00446779332595874,0.048562154181065784,4,12
0.001,125,cross,57,0.009993944871747451,0.0050360146586875525,0.061075653948433575,4,12
0.001,125,cross,58,0.010913635059277652,0.005811717891592489,0.11144012894577242,4,12
0.001,125,cross,59,0.01179374577520559,0.006331084224994714,0.0649934304347469,4,12
0.001,125,cross,60,0.012891178413037815,0.0072568076173205095,0.0467244313044216,4,12
0.001,125,cross,61,0.013565126142376578,0.00786009778438403,0.07771413568625368,4,12
0.001,125,cross,62,0.014999004024581679,0.009117742026862257,0.08414434504706603,4,12
0.001,125,cross,63,0.016655190196845956,0.010592876997905308,0.09120045371557488,4,12
0.001,125,cross,64,0.018572107570907742,0.012326811802275494,0.09896529872245265,4,12
0.001,125,cross,65,0.020795995228822396,0.014369977435899411,0.0742312028374179,4,12
0.001,125,cross,66,0.021791551103540478,0.015249261811258318,0.11289277179112628,4,12
0.001,125,cross,67,0.02461567053358506,0.01791466193171684,0.12328278288223563,4,12
0.001,125,cross,68,0.02793248454817521,0.021096815734810027,0.13493258805131914,4,12
0.001,125,cross,69,0.03184515901110914,0.02491400241852897,0.11784861943145421,4,12
0.001,125,cross,70,0.03526357340383579,0.028169835918730853,0.16036647534408174,4,12
0.001,125,cross,71,0.04064452509125894,0.033584719753149556,0.15718385414058333,4,12
0.001,125,cross,72,0.046326325690347774,0.03935476330491442,0.24474413819100904,4,12
0.001,125,cross,73,0.055795855339858653,0.04816127756179149,0.18208195767728488,4,12
0.001,125,cross,74,0.06296558301720866,0.05594055103300239,0.2448454488909033,4,12
0.001,125,cross,75,0.0748126169139554,0.06875683059230904,0.2270708472790501,4,12
0.001,125,cross,76,0.08692891969649615,0.08210858431272809,0.31344697754648276,4,12
0.001,125,cross,77,0.10575600571576928,0.10330518376197566,0.3636534213095713,4,12
0.001,125,cross,78,0.1306680201261838,0.13195140823593624,0.4248449459886945,4,12
0.001,125,cross,79,0.164043727433437,0.17110175150899007,0.37533389871518996,4,12
0.001,125,cross,80,0.1969964900108709,0.2101554663547964,0.0,4,12
0.012,125,independent,0,0.03564909299342385,5.32989981881621e-05,0.0938616914274153,16,32
0.012,125,independent,1,0.03617271753513095,2.9521405016762798e-05,0.06544900436159556,16,32
0.012,125,independent,2,0.03675719214376493,1.2435008191774872e-05,0.07027265833672817,16,32
0.012,125,independent,3,0.037369673528199254,1.7998208273538426e-05,0.037849561020376794,16,32
0.012,125,independent,4,0.03767010526119863,2.039561312315117e-05,0.0638501986915653,16,32
0.012,125,independent,5,0.03794827279399825,6.400168427051306e-06,0.07849321308784221,16,32
0.012,125,independent,6,0.03849724805325448,9.767174468982882e-06,0.05432443623792982,16,32
0.012,125,independent,7,0.03884810030248942,1.6721941205387474e-05,0.06746256499624938,16,32
0.012,125,independent,8,0.03943185587621567,4.0959639641292304e-05,0.05278576018261811,16,32
0.012,125,independent,9,0.03964240430656981,4.214777655967775e-05,0.07302199113774863,16,32
0.012,125,independent,10,0.040394053452040016,8.227135714926664e-05,0.0963522135744299,16,32
0.012,125,independent,11,0.0412277352069869,0.00012064851584780862,0.08581662624160298,16,32
0.012,125,independent,12,0.04188814318211604,0.00016612065489289058,0.07665795127349306,16,32
0.012,125,independent,13,0.042738419790219355,0.0002462994834326402,0.12762721678767142,16,32
0.012,125,independent,14,0.044191648093279884,0.0004140727132694961,0.0362561967891909,16,32
0.012,125,independent,15,0.044519287111028205,0.0004455687354682936,0.08846004007373037,16,32
0.012,125,independent,16,0.04530777165674851,0.0005049041451330775,0.08662901224963158,16,32
0.012,125,independent,17,0.045918716775448266,0.0005891078121495806,0.04821637432474128,16,32
0.012,125,independent,18,0.04592429823277318,0.000528574877640464,0.09153165291264397,16,32
0.012,125,independent,19,0.047017264834229085,0.0006994666202333605,0.07013640248640138,16,32
0.012,125,independent,20,0.047960132595644356,0.0009034850093096719,0.056690472962660186,16,32
0.012,125,independent,21,0.04845256328191232,0.001025465953824689,0.0847077831960817,16,32
0.012,125,independent,22,0.04973569247232753,0.0013235091880335937,0.10864418119592376,16,32
0.012,125,independent,23,0.05129173285832318,0.0016315295174491305,0.09166490933751326,16,32
0.012,125,independent,24,0.05275242788442691,0.002044462969426133,0.0911827953589866,16,32
0.012,125,independent,25,0.05426482005746682,0.002454098947468204,0.08831022513812802,16,32
0.012,125,independent,26,0.05579175410420158,0.003050765325065855,0.08411523847091495,16,32
0.012,125,independent,27,0.05693755885954249,0.003411060840272216,0.1197893826363368,16,32
0.012,125,independent,28,0.05925019731981829,0.004299486542863331,0.0896547609709141,16,32
0.012,125,independent,29,0.06072897597945209,0.004898416779459443,0.12946287860578806,16,32
0.012,125,independent,30,0.06317993210751269,0.006224386994829755,0.11905501383780275,16,32
0.012,125,independent,31,0.06574680935929653,0.007431784310789719,0.10554149393590433,16,32
0.012,125,independent,32,0.06752339922298653,0.0088432091115698,0.10898725256850189,16,32
0.012,125,independent,33,0.0687228279636423,0.0099701973672711,0.10878560936318167,16,32
0.012,125,independent,34,0.0709629123453249,0.011688726082904024,0.06368352160174086,16,32
0.012,125,independent,35,0.07211793122900323,0.012774386737050045,0.06616923450177728,16,32
0.012,125,independent,36,0.07325188546627119,0.013353443735859376,0.10524143709388332,16,32
0.012,125,independent,37,0.07551070268664571,0.015161477324153714,0.11495559727977342,16,32
0.012,125,independent,38,0.0779921863623006,0.01772305841737273,0.1682790065677331,16,32
0.012,125,independent,39,0.08186816246927564,0.019820267476344765,0.12125763885367048,16,32
0.012,125,independent,40,0.08500808153036105,0.02230033155131684,0.11847109364614203,16,32
0.012,125,independent,41,0.08811157901030653,0.025181669238321713,0.1453026486585259,16,32
0.012,125,independent,42,0.09210320301611083,0.02833110230205506,0.15383168779025286,16,32
0.012,125,independent,43,0.09620195836835754,0.03182408867553134,0.16856660406416765,16,32
0.012,125,independent,44,0.10070969970704144,0.03715462371056271,0.1795407387114204,16,32
0.012,125,independent,45,0.10581319578632802,0.043108970025150274,0.21937176697530916,16,32
0.012,125,independent,46,0.11201707106460543,0.04997927088902335,0.1294254530489684,16,32
0.012,125,independent,47,0.11477874731512817,0.055760721653396086,0.16286150363307494,16,32
0.012,125,independent,48,0.11931542730851075,0.06268855869303458,0.14806897175903683,16,32
0.012,125,independent,49,0.12235061637892126,0.07014459102382326,0.15620627294621123,16,32
0.012,125,independent,50,0.12571246557243104,0.0752052383651168,0.117486638072279,16,32
0.012,125,independent,51,0.12827533941001057,0.08058544184340467,0.16805749917181217,16,32
0.012,125,independent,52,0.13283024789363088,0.09171304901613914,0.20729399692819744,16,32
0.012,125,independent,53,0.1388252783905912,0.10718716733946283,0.18249478151225948,16,32
0.012,125,independent,54,0.14365511539285322,0.11438232324769057,0.1474741276698869,16,32
0.012,125,independent,55,0.14732647277121355,0.119865404745698,0.21253475394417773,16,32
0.012,125,independent,56,0.15241375103668636,0.13796687914025194,0.1163134954349452,16,32
0.012,125,independent,57,0.1541534918934779,0.145252117793502,0.18946994736885478,16,32
0.012,125,independent,58,0.15921540180983,0.1567979894048733,0.14365991350154747,16,32
0.012,125,independent,59,0.16254133169252866,0.16177714168717863,0.14323803240453198,16,32
0.012,125,independent,60,0.1658182875198844,0.16862884477128098,0.10640012085916864,16,32
0.012,125,independent,61,0.16800142924803885,0.1775629015810042,0.1618314668127807,16,32
0.012,125,independent,62,0.17231535695420536,0.1914282532983342,0.20817947335191128,16,32
0.012,125,independent,63,0.1782363989489657,0.211877104707395,0.16295185985833893,16,32
0.012,125,independent,64,0.18130119421794424,0.2308473337105146,0.15988037286369436,16,32
0.012,125,independent,65,0.18222095822703288,0.2239872173566267,0.1475268282440893,16,32
0.012,125,independent,66,0.1859749399601912,0.23886067620584753,0.143719551241414,16,32
0.012,125,independent,67,0.18914295386254404,0.2523439909908236,0.2755141582316804,16,32
0.012,125,independent,68,0.1960841374476962,0.29050736175698183,0.1635690649002848,16,32
0.012,125,independent,69,0.2000156924337711,0.30787483259516,0.3319679088282549,16,32
0.012,125,independent,70,0.20852300865843257,0.35688164372205267,0.0987250944458929,16,32
0.012,125,independent,71,0.21071929526818461,0.36633833170659796,0.22179288809866865,16,32
0.012,125,independent,72,0.21588373590232063,0.39627433689113106,0.14892309577039042,16,32
0.012,125,independent,73,0.21853021655921576,0.41533769363116024,0.2726185357314797,16,32
0.012,125,independent,74,0.22541633698876035,0.45617358536479896,0.15427354696449555,16,32
0.012,125,independent,75,0.2277860443349246,0.4659655503703332,0.23616982848815213,16,32
0.012,125,independent,76,0.23232901108908363,0.4955464407269148,0.1446164492657572,16,32
0.012,125,independent,77,0.23522933380419758,0.5134014304650593,0.1763390281477943,16,32
0.012,125,independent,78,0.238855718118758,0.5384310487490221,0.32208906116891944,16,32
0.012,125,independent,79,0.24534694206036736,0.5839362577714821,0.20752243361488695,16,32
0.012,125,independent,80,0.2497994985766668,0.6085854254019984,0.0,16,32
0.012,125,cross,0,0.028748006890699687,5.32989981881621e-05,0.06014170688831363,4,12
0.012,125,cross,1,0.02938796369873883,3.128113914360937e-05,0.09745428207723789,4,12
0.012,125,cross,2,0.030305179084150476,1.4913148098293033e-05,0.11091890726427833,4,12
0.012,125,cross,3,0.031244322714656946,2.7950584010924125e-06,0.06688587238654996,4,12
0.012,125,cross,4,0.03117985664377491,7.180986337073097e-06,0.10200771817517333,4,12
0.012,125,cross,5,0.03209641214716233,1.4221987434970544e-05,0.13180284320832922,4,12
0.012,125,cross,6,0.03322649356568653,6.076820724053482e-05,0.15201920393586238,4,12
0.012,125,cross,7,0.03428387019523501,7.799645147442943e-05,0.1438847952001174,4,12
0.012,125,cross,8,0.035806710125592806,0.00016842128688357625,0.05698417282834637,4,12
0.012,125,cross,9,0.036066369907470745,0.00017783960409370635,0.08881370143174667,4,12
0.012,125,cross,10,0.0371513482688375,0.0003037533832118076,0.12492578989022006,4,12
0.012,125,cross,11,0.03790636327969312,0.0003204065401418221,0.08825919768615173,4,12
0.012,125,cross,12,0.03845618908360454,0.00028669192600739874,0.07277266705133867,4,12
0.012,125,cross,13,0.03890194643690748,0.00032526140010552773,0.09848163776076387,4,12
0.012,125,cross,14,0.040205692448615764,0.00044415451250028146,0.025571173515421503,4,12
0.012,125,cross,15,0.04033350613061282,0.0004808304001576898,0.09102545913925683,4,12
0.012,125,cross,16,0.041644010681978864,0.0006681334901326727,0.09495774312676089,4,12
0.012,125,cross,17,0.042355619991910294,0.0007075380752430885,0.15032986432383033,4,12
0.012,125,cross,18,0.0423743883433757,0.0005484381845477521,0.11302774094274141,4,12
0.012,125,cross,19,0.04282279090464172,0.0006316560917851123,0.0862942220442024,4,12
0.012,125,cross,20,0.04378977401636746,0.0008264613616492529,0.10521376720419119,4,12
0.012,125,cross,21,0.04491620055439385,0.0009872823118401396,0.11446018057747426,4,12
0.012,125,cross,22,0.04692084858743035,0.0013369698882757766,0.15212239989376325,4,12
0.012,125,cross,23,0.049524260405230225,0.0018575073306271684,0.14695525034279225,4,12
0.012,125,cross,24,0.051462616172183735,0.002189638265474264,0.09275455896656278,4,12
0.012,125,cross,25,0.052160689727116814,0.002330662919428187,0.0736567559425266,4,12
0.012,125,cross,26,0.05238123842321902,0.002436881700085364,0.12675634043385,4,12
0.012,125,cross,27,0.05380866925581137,0.0026593381533242567,0.1760916576235502,4,12
0.012,125,cross,28,0.05698482701033388,0.0034173055115382903,0.12234444603039982,4,12
0.012,125,cross,29,0.05894742852065945,0.003979902858957054,0.27429840394019256,4,12
0.012,125,cross,30,0.06474735209450755,0.005836114763279217,0.10700320013105556,4,12
0.012,125,cross,31,0.06532244417282324,0.005966907475784013,0.10224521229764862,4,12
0.012,125,cross,32,0.06603798730014207,0.006788595475361243,0.17522613886674,4,12
0.012,125,cross,33,0.06463098671028808,0.006510624395158754,0.1593698335317959,4,12
0.012,125,cross,34,0.06824540437992316,0.008190528625939462,0.11281355636975834,4,12
0.012,125,cross,35,0.06995689942881257,0.008839272280644626,0.033133149040067054,4,12
0.012,125,cross,36,0.07048419762155343,0.009142662060515502,0.16492979801797528,4,12
0.012,125,cross,37,0.07438173282510528,0.010235041683854378,0.1043443534222868,4,12
0.012,125,cross,38,0.07594187811852385,0.011327637172022384,0.1545078466290312,4,12
0.012,125,cross,39,0.07968954970610646,0.013278441524083459,0.0844132208627315,4,12
0.012,125,cross,40,0.08145838434053561,0.01450404922577798,0.08413578752240491,4,12
0.012,125,cross,41,0.08270161190897797,0.015466845748689595,0.2227190992449422,4,12
0.012,125,cross,42,0.08876321524411557,0.01942702960812863,0.19760168303364314,4,12
0.012,125,cross,43,0.09453916761458826,0.02251329521033512,0.14600340111511506,4,12
0.012,125,cross,44,0.09795476381620748,0.024679473350999247,0.24588909101669756,4,12
0.012,125,cross,45,0.10497254004877839,0.03062797639706702,0.16941020485117403,4,12
0.012,125,cross,46,0.1101207531653401,0.03372024640905392,0.1769838361721199,4,12
0.012,125,cross,47,0.1135430242242214,0.03776456208333541,0.2635440997026676,4,12
0.012,125,cross,48,0.12049896071389204,0.04411657438545663,0.2572094756939993,4,12
0.012,125,cross,49,0.12851065822067997,0.05004326420870189,0.09635865204145252,4,12
0.012,125,cross,50,0.12979958916170026,0.05118450773591901,0.16463309060626055,4,12
0.012,125,cross,51,0.13302976110600784,0.051549533037149486,0.23511618027430223,4,12
0.012,125,cross,52,0.1387821082190367,0.05673808915879412,0.12901991316641243,4,12
0.012,125,cross,53,0.1397555202173162,0.059558159695583646,0.1487844951834344,4,12
0.012,125,cross,54,0.1426733125427212,0.06352445961985544,0.22205767902769555,4,12
0.012,125,cross,55,0.149304694826231,0.07078021981742083,0.19249466898596365,4,12
0.012,125,cross,56,0.1530911157014565,0.07644968234515809,0.2116656178271033,4,12
0.012,125,cross,57,0.1567418299326526,0.08040421133630517,0.46600577616255445,4,12
0.012,125,cross,58,0.16748236835551208,0.09097872041792841,0.12640977169267675,4,12
0.012,125,cross,59,0.16966845282605933,0.09465783448779547,0.20302700250851638,4,12
0.012,125,cross,60,0.17142230716305565,0.10645264392173388,0.13770471708383009,4,12
0.012,125,cross,61,0.17164010239867375,0.1092787723245235,0.19959307890251549,4,12
0.012,125,cross,62,0.17483134258476982,0.11421295982900442,0.22342071218246462,4,12
0.012,125,cross,63,0.1773528473598255,0.12741680949053114,0.07631051178106589,4,12
0.012,125,cross,64,0.17789878011819862,0.13144697061342545,0.10692562410333854,4,12
0.012,125,cross,65,0.17849168315251693,0.12763348664321797,0.10047234992355339,4,12
0.012,125,cross,66,0.17937949983479054,0.13478492920198185,0.24376617848423582,4,12
0.012,125,cross,67,0.18200701107596182,0.1410372905350072,0.24537923109336252,4,12
0.012,125,cross,68,0.184699797102886,0.1577991153191245,0.23724968960722329,4,12
0.012,125,cross,69,0.1875980704983731,0.1781468135743727,0.28304102701313055,4,12
0.012,125,cross,70,0.19179747996147534,0.20069709349053358,0.18048089631552333,4,12
0.012,125,cross,71,0.1909443602133607,0.19624074913081982,0.2046968065238214,4,12
0.012,125,cross,72,0.19368955577547312,0.21683684907251108,0.10865442635830867,4,12
0.012,125,cross,73,0.193687960815441,0.21642746817589506,0.3341070550936123,4,12
0.012,125,cross,74,0.19804820533116474,0.25116005580218714,0.27024349022336286,4,12
0.012,125,cross,75,0.20298255337261736,0.2779454746958801,0.31143381550319454,4,12
0.012,125,cross,76,0.20588422388812075,0.3066624961047594,0.1762963848476957,4,12
0.012,125,cross,77,0.20519659562482684,0.2925029911812983,0.19143882558228784,4,12
0.012,125,cross,78,0.20860372032022934,0.3093143779644959,0.185407464481411,4,12
0.012,125,cross,79,0.21091601683389727,0.3285759294561951,0.19225610469958215,4,12
0.012,125,cross,80,0.2139872787328514,0.34577028595160103,0.0,4,12
0.023000000000000003,125,independent,0,0.06009603760499803,5.32989981881621e-05,0.08688328924484083,16,32
