Iteration,Layerwise_Noiseless
123,0.05083954455832926
124,0.19299866438498256
125,0.2821579498855374
126,0.025355884561161463
127,0.2279307807853462
128,0.051577166175206475
129,0.34146864376748026
130,0.1318263553710731
131,0.21732856806992673
132,0.0007006844732161518
133,0.003499313209785317
134,0.018916682507460567
135,0.10256739720492057
136,0.265935271909455
137,0.1765475776458485
138,0.043205070375702086
139,0.3741605155255859
140,0.1975472481625853
141,0.16924616493510478
142,0.22930673736253745
143,0.04340561106144102
144,0.25825431445828173
145,0.14934510994467404
146,0.25922795446137714
147,0.10776333904462511
148,0.4119832543859628
149,0.13717356399133232
150,0.3313029940043591
151,0.3312659039304937
152,0.002304340645670477
153,0.05285303835281757
154,0.0052226588414973525
155,0.07083153606245425
156,0.0053619323443040426
157,0.06537570620377504
158,0.0004471673559159354
159,0.017110164317558855
160,0.0837471075358478
161,0.002139298880571164
162,0.06416189498533949
163,0.004694843773350829
164,0.08565393165176562
165,0.01641543197944954
166,0.0284659786383904
167,0.004133142571315608
168,0.07321847693781265
169,0.0039411192773999406
170,0.08368999005367463
171,0.0006410251613928384
172,0.0381780036365444
173,0.013478689307790339
174,0.12918751445837917
175,0.0018453568860249995
176,0.036976497487468646
177,0.08056636270159018
178,0.0031677418002005243
179,0.04501701957480814
180,0.1271166507142474
181,0.0026918808717607597
182,0.04166930817054365
183,0.08231864658908099
184,0.0013589892520310717
185,0.029708086312084235
186,0.08832413353192199
187,0.004388899804532462
188,0.05548524217480367
189,0.09357994680871035
190,0.011418376027333362
191,0.08162484049763684
192,0.005120906160941376
193,0.06703434867977537
194,0.008107532445259689
195,0.10592487731608909
196,0.005661424220460059
197,0.11083710872652161
198,0.005357559355833064
199,0.13655914380556425
200,0.0055312664865616
201,0.1392329763456589
202,0.0014028896762100442
203,0.021280116022734562
204,0.10833793918587825
205,0.005899899389097802
206,0.07075830485606494
207,0.008230905381149518
208,0.08304241471459281
209,0.005619390471425118
210,0.05685673645226988
211,0.17399591377105836
212,0.023978433433633466
213,0.10534258638647101
214,0.012234082185826164
215,0.09948144536304988
216,0.050629572263193284
217,0.00445797820321267
218,0.08225269481914092
219,0.10496919096905825
220,0.0016802864662192674
221,0.0234752704379684
222,0.1369987881750306
223,0.005035125765517933
224,0.06740220046926733
225,0.16396259133309685
226,0.006544306204328464
227,0.07595758076432475
228,0.11879302471768041
229,0.0016354103958564597
230,0.017067102670639555
231,0.0947788131088855
232,0.07068311753358607
233,0.04134800914072344
234,0.09908422372323664
235,0.0019090183251239178
236,0.035066807383189263
237,0.1270551315682808
238,0.009270446778060564
239,0.08574797868624134
240,0.19832200164960967
241,0.0033524726115836626
242,0.037504901723202776
243,0.14668025939983245
244,0.0012049043512781061
245,0.0173957259463113
246,0.1783661168822984
247,0.05877884017367147
248,0.10956670878152223
249,0.003977926429875511
250,0.06187910070573517
251,0.20954490733530068
252,0.006066057595201385
253,0.05331097283110735
254,0.1867190228271367
255,0.014791476362696388
256,0.14639691110001796
257,0.0012511401975938135
258,0.07112613014050007
259,0.0012366361361115532
260,0.02259170211641785
261,0.15188067326663468
262,0.02807201004676036
263,0.036542803436622834
264,0.08533775942689316
265,0.011936801783923767
266,0.13113697110965086
267,0.19969995194200038
268,0.004723339839558161
269,0.025257383595708373
270,0.11253231748076566
271,0.2517784593401875
272,0.14987382727692788
273,0.01935587093476199
274,0.10248457820137867
275,0.2433473033692664
276,0.014864359358289286
277,0.23968059295074187
278,0.01280546623705711
279,0.0842512312011776
280,0.23601604933479245
281,0.017555388344086084
282,0.29167821811471983
283,0.003295314007594333
284,0.01821820439719814
285,0.08754584166533969
286,0.24763186614416402
287,0.2964709306438004
288,0.0017807628480194365
289,0.016885230486924068
290,0.10895223136677092
291,0.242173110904698
292,0.2036196874221403
293,0.007380729250128136
294,0.042708903581970756
295,0.16319813685008003
296,0.2853927730192547
297,0.0073560979679609464
298,0.0804758697231786
299,0.2308178229911241
300,0.029552629866190516
301,0.3632987927858569
302,0.36323946126817214
303,0.00602647637455096
304,0.061441798567341055
305,0.0003109448333688147
306,0.01990338529953745
307,0.005318053220658885
308,0.08172687768936655
309,0.004021753110012272
310,0.05781324702229623
311,0.0025839026190001427
312,0.09011312780595576
313,0.0017828138332160234
314,0.06343138558199841
315,0.010683236342987368
316,0.06828044718340126
317,0.00616725739569209
318,0.13060271661818743
319,0.01232955815538541
320,0.11972554773558852
321,0.006071837733730681
322,0.12158054656562134
323,0.001414510484418362
324,0.04684918309802577
325,0.06728374819644467
326,0.0014919957833094415
327,0.055290824366055834
328,0.0528796462210798
329,0.008057832111215996
330,0.11525156709276517
331,0.006411082301602926
332,0.128820050702562
333,0.0014999712728544822
334,0.0731005820562075
335,0.020426445695108857
336,0.00546308376039765
337,0.12960698696336773
338,0.002996642970408434
339,0.07799689235199177
340,0.06991070327511838
341,0.0025638659745520465
342,0.08799555486750885
343,0.0026488751566340674
344,0.13528956200561063
345,0.015400275288565404
346,0.14834642156652328
347,0.0036981654780582373
348,0.077262961882089
349,0.12123106012585887
350,0.0002022070294862238
351,0.005857149000136882
352,0.12938618526446138
353,0.02716003997290245
354,0.04791144952999495
355,0.00514643003980266
356,0.09856037561380618
357,0.031476134612930654
358,0.0018806515617303548
359,0.0698841553632024
360,0.05764423547615653
361,0.018764101744357775
362,0.1577815477869467
363,0.00435931694415025
364,0.06629989678182027
365,0.1503916774058287
366,0.0020937844234892432
367,0.050329827779528276
368,0.1381643294439389
369,0.0016845718265514117
370,0.026706364210334437
371,0.19148335181610127
372,0.003768571398674348
373,0.0868240190833355
374,0.15132641252228352
375,0.0014622803067490544
376,0.028436687772000972
377,0.15593074383632533
378,0.00486827837420157
379,0.08288718144312249
380,0.21633340558813646
381,0.0050649801822504024
382,0.06469999468317314
383,0.24492468302197004
384,0.0018766468668304172
385,0.025549997012267147
386,0.16875429332369343
387,0.00941324231178414
388,0.2569820164171204
389,0.0003891770280791266
390,0.006357914426370497
391,0.07936444740865194
392,0.27748666893343726
393,0.00040251474193657156
394,0.005448939603884456
395,0.06417443542626962
396,0.21453639717554557
397,0.001602648479288927
398,0.02207697183328976
399,0.15836701173606338
400,0.02153857950976953
401,0.2362085055184566
402,0.01871018069301709
403,0.16335760584616385
404,0.2586956903122618
405,0.004979127418106942
406,0.07615017052010055
407,0.20393010768892678
408,0.0024579222441273546
409,0.021981567617572743
410,0.14086722332137344
411,0.3393421467099719
412,0.0010029344219283829
413,0.010963551348586753
414,0.08608488226410224
415,0.30432242881780786
416,0.02444320966656419
417,0.2035106624314561
418,0.004015421722611563
419,0.0353111128380472
420,0.17288476193290406
421,0.09018253799610591
422,0.0012963210695996206
423,0.01563827637733795
424,0.15008710012253026
425,0.2373157477846038
426,0.0030933549704272568
427,0.03041261753718652
428,0.2010719942698477
429,0.10030378752242933
430,0.0011999776801524032
431,0.016605916238524237
432,0.14998350717715853
433,0.2780851766168239
434,0.00166487394987217
435,0.016174561157052195
436,0.11567040383022972
437,0.29075232261129963
438,0.007485580602856705
439,0.1013298839686479
440,0.2782312860591742
441,0.004505052618616755
442,0.05403992321603387
443,0.21891804680452434
444,0.067169112179514
445,0.10420482260694186
446,0.03971408772679345
447,0.37801880001475996
448,0.0025666579251828387
449,0.023429897865431443
450,0.15539715103972696
451,0.3354394935603646
452,0.09289471758447863
453,0.09282375020779014
454,0.0008375249929314106
455,0.0721646895242237
456,0.002538983704267975
457,0.10641951424529464
458,0.0021837885828804296
459,0.088790535424294
460,0.007950548368968862
461,0.10042621304034596
462,4.498706204173489e-05
463,0.0036359258856642675
464,0.1464503682536438
465,0.0025718851725695714
466,0.09960535791028842
467,0.004385062469510364
468,0.14062379355301513
469,0.008560700216921874
470,0.05340998257129546
471,0.003576037489146029
472,0.16224005325617566
473,0.0023127498712299686
474,0.10445964150113107
475,0.00017917302167338517
476,0.013951772480821259
477,0.08018461451244523
478,0.007146714013862796
479,0.14248888106170066
480,0.012903854983907696
481,0.038425378924750966
482,0.009040939554934613
483,0.11698648620444535
484,0.005854127814343185
485,0.180958131135867
486,0.0006914378507469508
487,0.045906785623718346
488,0.015171604838685699
489,0.06179712822606882
490,0.00036844740553516767
491,0.019976800838548515
492,0.12384898274513544
493,0.0023271851327421075
494,0.10809802284303308
495,0.04303202463498748
496,0.053880617413343046
497,0.0009108052053333156
498,0.04737237058865591
499,0.07969001079400363
500,0.007013095394312357
501,0.18306770118534227
502,0.010890746122668628
503,0.19913806200827233
504,6.505550316411008e-06
505,0.00027971137931544383
506,0.011696648484573687
507,0.1659947545239138
508,0.008983488689083942
509,0.15805864671734732
510,0.006868036278107555
511,0.1925614926902396
512,0.005729931779684865
513,0.16322012464383998
514,0.008585066031468637
515,0.18319360541054655
516,0.001484812674611964
517,0.06365447106951388
518,0.04937776147239928
519,0.0007436287746092794
520,0.03710627996269269
521,0.07625379218393677
522,0.011542433897046959
523,0.20505977517705556
524,0.0049649434761881535
525,0.12446666452294165
526,0.055682862494752544
527,0.0028065365429382353
528,0.08574226982721106
529,0.07544765181231357
530,0.01938894571879982
531,0.19196848376761805
532,0.00415565750871587
533,0.12252046003494692
534,0.1008674119835826
535,0.01946965080430915
536,0.24402130020370272
537,0.0025071401171365957
538,0.06113312848297284
539,0.22507470444523778
540,0.008448624778418599
541,0.17567004809107378
542,0.025689707054129297
543,0.03212578218129782
544,0.05994173263742181
545,0.03268416708203264
546,0.2860508885794595
547,0.014315633468161925
548,0.22160584057018962
549,0.0016152454257695919
550,0.04387434840499092
551,0.18464922824920485
552,0.001664804404524437
553,0.039268967462840254
554,0.23639587648604787
555,0.012924304886735752
556,0.1669451518055163
557,0.2503050904302865
558,0.005698581238071949
559,0.08767360154669096
560,0.32983908486973773
561,0.0005437207057746283
562,0.010192540981304787
563,0.1353755219014841
564,0.2945206658392591
565,0.006617066823028072
566,0.10208896072154651
567,0.30657118337637124
568,0.004582723692474796
569,0.0646085152297424
570,0.2930607583840784
571,0.005712149898553148
572,0.07743499310029717
573,0.3281756786260356
574,0.0038792340295040408
575,0.06004314298429811
576,0.2632322103123263
577,0.0013091994131315314
578,0.021995940431613976
579,0.19444867993973877
580,0.1449536195726855
581,0.0029164241715792572
582,0.041034416816390855
583,0.2603054321269552
584,0.07118864313161352
585,0.0796013884342319
586,0.04958073596540046
587,0.23486791159752665
588,0.00378488433982874
589,0.04781005242809079
590,0.26680216457320605
591,0.06981408215037832
592,0.08323818366871485
593,0.0652502238829226
594,0.29546059868405966
595,0.0022289249037681807
596,0.019800154337049656
597,0.14251925460180095
598,0.41648197796350306
599,0.02096370278075869
600,0.20396772433643456
601,0.32221254363041574
602,0.004919376037243143
603,0.05176152787591421
